PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
8002FrankF CogginsCoggins2B8002???,247,12,50,2,1,0.215,0.046332046,0.193050193,0.011583012,0.666666667,Sheet1
8002MikeM FornielesFornielesP8002???,308,3,63,1,0,0.169,0.009646302,0.202572347,0.003215434,1,Sheet1
8002RonR CampbellCampbell2B8002???,154,7,26,1,2,0.247,0.043478261,0.161490683,0.01863354,0.333333333,Sheet1
8002JackeJ DavisDavisLF8002???,75,4,20,1,0,0.213,0.050632911,0.253164557,0.012658228,1,Sheet1
8002FrederickF BrainardBrainard1B8002???,261,22,44,6,7,0.195,0.077738516,0.155477032,0.045936396,0.461538462,Sheet1
8002HectorH MartinezMartinezCF8002???,15,1,4,0,1,0.267,0.0625,0.25,0.0625,0,Sheet1
8002ChuckC EstradaEstradaP8002???,232,9,84,1,0,0.129,0.037344398,0.348547718,0.004149378,1,Sheet1
8002KevinK FosterFosterP8002???,163,9,59,2,0,0.19,0.052325581,0.343023256,0.011627907,1,Sheet1
8002SteveS HarganHarganP8002???,325,8,114,0,2,0.129,0.024024024,0.342342342,0.006006006,0,Sheet1
8002GeneG HiserHiserLF8002???,263,32,43,6,6,0.202,0.108474576,0.145762712,0.040677966,0.5,Sheet1
8002HillisH LayneLayne3B8002???,284,20,22,3,2,0.264,0.065789474,0.072368421,0.016447368,0.6,Sheet1
8002ElliotE BigelowBigelowRF8002???,211,23,18,1,4,0.284,0.098290598,0.076923077,0.021367521,0.2,Sheet1
8002BrockB DavisDavisCF8002???,543,57,73,7,10,0.26,0.095,0.121666667,0.028333333,0.411764706,Sheet1
8002BertB ColeColeP8002???,205,11,36,1,1,0.239,0.050925926,0.166666667,0.009259259,0.5,Sheet1
8002TimT LearyLearyP8002???,163,5,57,1,1,0.221,0.029761905,0.339285714,0.011904762,0.5,Sheet1
8002HalH LeathersLeathersSS8002???,23,1,1,1,0,0.304,0.041666667,0.041666667,0.041666667,1,Sheet1
8002BoobB FowlerFowlerSS8002???,175,6,19,3,2,0.326,0.033149171,0.104972376,0.027624309,0.6,Sheet1
8002DickD FowlerFowlerP8002???,472,15,69,0,2,0.186,0.030800821,0.141683778,0.004106776,0,Sheet1
8002TerryT BogenerBogenerCF8002???,60,4,8,2,0,0.217,0.0625,0.125,0.03125,1,Sheet1
8002LyleL BigbeeBigbeeP8002???,77,9,13,1,0,0.182,0.104651163,0.151162791,0.011627907,1,Sheet1
8002EdE HobaughHobaughP8002???,55,2,18,1,0,0.127,0.035087719,0.315789474,0.01754386,1,Sheet1
8002PaulP FoytackFoytackP8002???,461,25,126,1,1,0.178,0.051440329,0.259259259,0.004115226,0.5,Sheet1
8002EarlE FrancisFrancisP8002???,122,3,56,1,0,0.172,0.024,0.448,0.008,1,Sheet1
8002HarryH ChappasChappasSS8002???,184,15,26,2,5,0.245,0.075376884,0.130653266,0.035175879,0.285714286,Sheet1
8002MichaelM ColemanColemanCF8002???,67,1,26,1,1,0.194,0.014705882,0.382352941,0.029411765,0.5,Sheet1
8002PaulP HodgsonHodgsonLF8002???,41,3,12,0,1,0.22,0.068181818,0.272727273,0.022727273,0,Sheet1
8002OscarO DugeyDugey2B8002???,278,31,38,17,1,0.194,0.100323625,0.122977346,0.058252427,0.944444444,Sheet1
8002WalterW BarbareBarbare3B8002???,1777,88,121,37,16,0.26,0.047184987,0.064879357,0.028418231,0.698113208,Sheet1
8002LouL FrazierFrazierLF8002???,548,59,95,58,9,0.252,0.097199341,0.156507414,0.110378913,0.865671642,Sheet1
8002HalH EppsEppsCF8002???,391,37,43,5,3,0.253,0.086448598,0.10046729,0.018691589,0.625,Sheet1
8002JimJ LentineLentineLF8002???,205,31,38,3,2,0.263,0.131355932,0.161016949,0.021186441,0.6,Sheet1
8002SteveS HammondHammondRF8002???,126,4,18,0,1,0.23,0.030769231,0.138461538,0.007692308,0,Sheet1
8002AtleyA DonaldDonaldP8002???,356,11,90,0,1,0.16,0.029972752,0.245231608,0.002724796,0,Sheet1
8002EdE GoebelGoebelRF8002???,59,8,16,1,1,0.271,0.119402985,0.23880597,0.029850746,0.5,Sheet1
8002GeorgeG LerchenLerchenRF8002???,49,12,16,1,0,0.204,0.196721311,0.262295082,0.016393443,1,Sheet1
8002WillieW CanateCanateLF8002???,47,6,15,1,1,0.213,0.113207547,0.283018868,0.037735849,0.5,Sheet1
8002EdE JurakJurakSS8002???,302,38,49,1,4,0.265,0.111764706,0.144117647,0.014705882,0.2,Sheet1
8002JewelJ EnsEns2B8002???,186,7,16,5,0,0.29,0.03626943,0.082901554,0.025906736,1,Sheet1
9001OsleivisO BasabeBasabeSS9001???,87,6,25,0,1,0.218,0.064516129,0.268817204,0.010752688,0,Sheet1
9001EddyE AlvarezAlvarez2B9001???,135,8,45,4,0,0.17,0.055944056,0.314685315,0.027972028,1,Sheet1
9001TerrinT VavraVavra2B9001???,139,17,31,1,1,0.252,0.108974359,0.198717949,0.012820513,0.5,Sheet1
9001AlejoA LopezLopez2B9001???,170,9,27,3,1,0.265,0.05027933,0.150837989,0.022346369,0.75,Sheet1
9001BlakeB TekotteTekotteCF9001???,80,7,34,4,4,0.188,0.08045977,0.390804598,0.091954023,0.5,Sheet1
9001J.P.J Mart?nezMart?nezRF9001???,50,2,20,1,0,0.22,0.038461538,0.384615385,0.019230769,1,Sheet1
9001ForrestF WallWallLF9001???,45,5,12,9,4,0.311,0.1,0.24,0.26,0.692307692,Sheet1
9001AndrewA LamboLamboRF9001???,95,5,27,0,1,0.189,0.05,0.27,0.01,0,Sheet1
9001CharlieC TilsonTilsonLF9001???,252,20,58,6,3,0.246,0.073529412,0.213235294,0.033088235,0.666666667,Sheet1
9001NickN BussBussLF9001???,100,7,25,2,1,0.18,0.065420561,0.23364486,0.028037383,0.666666667,Sheet1
9001JacksonJ WilliamsWilliamsC9001???,24,6,5,1,0,0.208,0.2,0.166666667,0.033333333,1,Sheet1
9001AndyA WilkinsWilkins1B9001???,67,5,32,1,0,0.134,0.069444444,0.444444444,0.013888889,1,Sheet1
9001EmmanuelE BurrissBurriss2B9001???,768,57,111,41,15,0.237,0.069090909,0.134545455,0.067878788,0.732142857,Sheet1
9001CraigC TatumTatumC9001???,269,25,52,2,0,0.223,0.085034014,0.176870748,0.006802721,1,Sheet1
9001MickeyM GasperGasper2B9001???,83,12,25,1,0,0.12,0.126315789,0.263157895,0.010526316,1,Sheet1
9001FranciscoF PegueroPegueroLF9001???,45,1,9,5,0,0.2,0.02173913,0.195652174,0.108695652,1,Sheet1
9001BenB WilliamsonWilliamson3B9001???,277,15,64,5,1,0.253,0.051369863,0.219178082,0.020547945,0.833333333,Sheet1
9001TroyT JohnstonJohnstonOF9001???,49,3,12,1,2,0.286,0.057692308,0.230769231,0.057692308,0.333333333,Sheet1
9001JasonJ CoatsCoatsRF9001???,50,5,12,1,0,0.2,0.090909091,0.218181818,0.018181818,1,Sheet1
9001JakeJ GoebbertGoebbert1B9001???,101,12,32,2,1,0.218,0.10619469,0.283185841,0.026548673,0.666666667,Sheet1
9001SteveS HolmHolmC9001???,108,13,20,0,1,0.241,0.107438017,0.165289256,0.008264463,0,Sheet1
9001TreyT LipscombLipscomb3B9001???,194,16,41,11,2,0.206,0.076190476,0.195238095,0.061904762,0.846153846,Sheet1
9001ZacZ VeenVeenRF9001???,34,2,14,1,1,0.118,0.055555556,0.388888889,0.055555556,0.5,Sheet1
9001ZackZ GraniteGraniteCF9001???,93,12,9,2,2,0.237,0.114285714,0.085714286,0.038095238,0.5,Sheet1
9001BlakeB DavisDavis2B9001???,59,6,13,1,1,0.254,0.092307692,0.2,0.030769231,0.5,Sheet1
9001BradenB ShewmakeShewmakeSS9001???,68,1,11,5,1,0.118,0.014492754,0.15942029,0.086956522,0.833333333,Sheet1
9001CurtisC ThigpenThigpenC9001???,118,9,25,2,0,0.229,0.070866142,0.196850394,0.015748031,1,Sheet1
9001TrentonT BrooksBrooksLF9001???,66,6,19,1,0,0.136,0.083333333,0.263888889,0.013888889,1,Sheet1
9001AndrewA CashnerCashnerP9001???,203,7,84,2,0,0.158,0.033333333,0.4,0.00952381,1,Sheet1
9001NathanN ChurchChurchLF9001???,21,0,4,1,0,0.143,0,0.19047619,0.047619048,1,Sheet1
9001MattM AngleAngleCF9001???,79,12,13,11,1,0.177,0.131868132,0.142857143,0.131868132,0.916666667,Sheet1
9001BryceB JohnsonJohnsonCF9001???,176,15,49,7,1,0.216,0.078534031,0.256544503,0.041884817,0.875,Sheet1
9001BubbaB ThompsonThompsonCF9001???,241,11,83,27,5,0.232,0.043650794,0.329365079,0.126984127,0.84375,Sheet1
9001JaffJ DeckerDeckerRF9001???,161,22,47,2,2,0.174,0.120218579,0.256830601,0.021857923,0.5,Sheet1
9001JeffJ FiorentinoFiorentinoCF9001???,148,17,29,4,0,0.27,0.103030303,0.175757576,0.024242424,1,Sheet1
9001LivanL SotoSotoSS9001???,77,8,18,1,1,0.351,0.094117647,0.211764706,0.023529412,0.5,Sheet1
9001ZachZ RemillardRemillard2B9001???,180,13,58,5,3,0.25,0.067357513,0.300518135,0.041450777,0.625,Sheet1
9001ChrisC ShawShawLF9001???,72,9,31,1,0,0.153,0.111111111,0.382716049,0.012345679,1,Sheet1
9001ChristianC Col?nCol?n2B9001???,378,31,65,6,3,0.249,0.075794621,0.158924205,0.02200489,0.666666667,Sheet1
9001DestinD HoodHoodLF9001???,25,0,11,0,1,0.24,0,0.44,0.04,0,Sheet1
9001JeremiahJ JacksonJackson2B9001???,71,2,16,0,2,0.324,0.02739726,0.219178082,0.02739726,0,Sheet1
9001RyanR RitterRitterSS9001???,135,7,44,1,0,0.252,0.049295775,0.309859155,0.007042254,1,Sheet1
9001CarsonC WilliamsWilliamsSS9001???,15,1,4,1,1,0.4,0.0625,0.25,0.125,0.5,Sheet1
9001DylanD CozensCozensLF9001???,39,6,24,1,0,0.154,0.133333333,0.533333333,0.022222222,1,Sheet1
10001MelkyM MesaMesaLF10001???,15,1,2,0,1,0.4,0.0625,0.125,0.0625,0,Sheet1
10001DanielD McCutchenMcCutchenP10001???,30,1,8,1,0,0.067,0.032258065,0.258064516,0.032258065,1,Sheet1
10001CharlieC MortonMortonP10001???,321,3,170,0,1,0.084,0.009259259,0.524691358,0.00308642,0,Sheet1
10001CallixC CrabbeCrabbe2B10001???,34,4,6,1,0,0.176,0.105263158,0.157894737,0.026315789,1,Sheet1
10001JustinJ ChristianChristianLF10001???,143,10,15,12,4,0.203,0.065359477,0.098039216,0.104575163,0.75,Sheet1
10001DarrenD FordFordCF10001???,14,1,5,9,6,0.286,0.066666667,0.333333333,1,0.6,Sheet1
10001LanceL ZawadzkiZawadzki2B10001???,35,5,7,1,0,0.2,0.125,0.175,0.025,1,Sheet1
10001KevinK MulveyMulveyP10001???,7,0,3,0,1,0.143,0,0.428571429,0.142857143,0,Sheet1
10001ClayC HensleyHensleyP10001???,87,4,46,1,0,0.092,0.043956044,0.505494505,0.010989011,1,Sheet1
10001HernanH IribarrenIribarren2B10001???,72,2,19,1,0,0.264,0.027027027,0.256756757,0.013513514,1,Sheet1
10001MattM YoungYoungLF10001???,58,4,15,0,1,0.19,0.064516129,0.241935484,0.016129032,0,Sheet1
10001BryanB AndersonAndersonC10001???,68,4,19,1,0,0.221,0.055555556,0.263888889,0.013888889,1,Sheet1
11001AntoanA RichardsonRichardsonRF11001???,20,1,3,6,0,0.35,0.047619048,0.142857143,0.285714286,1,Sheet1
11001MelvinM DortaDortaSS11001???,19,1,2,0,2,0.211,0.05,0.1,0.1,0,Sheet1
11001MelvinM DortaDortaSS11001???,19,1,2,0,2,0.211,0.05,0.1,0.1,0,Sheet1
11001RafaelR YnoaYnoa3B11001???,199,7,39,1,0,0.281,0.033980583,0.189320388,0.004854369,1,Sheet1
11001BrianB BocockBocockSS11001???,82,12,32,4,2,0.134,0.127659574,0.340425532,0.063829787,0.666666667,Sheet1
11001KevinK RussoRusso3B11001???,49,3,9,1,0,0.184,0.057692308,0.173076923,0.019230769,1,Sheet1
11001TylerT LadendorfLadendorf2B11001???,66,2,15,2,0,0.121,0.029411765,0.220588235,0.029411765,1,Sheet1
11001JonathanJ DiazDiazSS11001???,55,4,17,1,0,0.145,0.06779661,0.288135593,0.016949153,1,Sheet1
11001ColeC FigueroaFigueroa2B11001???,77,5,6,1,0,0.208,0.06097561,0.073170732,0.012195122,1,Sheet1
11001JeradJ HeadHeadLF11001???,24,0,5,1,0,0.125,0,0.208333333,0.041666667,1,Sheet1
11001Adri?nA SanchezSanchez3B11001???,195,6,47,0,2,0.262,0.029850746,0.233830846,0.009950249,0,Sheet1
11001EuryE P?rezP?rezLF11001???,142,7,29,8,1,0.254,0.046979866,0.194630872,0.060402685,0.888888889,Sheet1
11001AdronA ChambersChambersLF11001???,88,8,30,2,2,0.216,0.083333333,0.3125,0.041666667,0.5,Sheet1
11001JohnJ ElyElyP11001???,30,2,15,0,1,0.067,0.0625,0.46875,0.03125,0,Sheet1
11001MattM HagueHague1B11001???,84,5,19,1,0,0.226,0.056179775,0.213483146,0.011235955,1,Sheet1
11001NeftaliN SotoSoto1B11001???,42,0,14,1,0,0.071,0,0.333333333,0.023809524,1,Sheet1
11001EngelE BeltreBeltreRF11001???,40,0,5,1,2,0.25,0,0.125,0.075,0.333333333,Sheet1
11001AnthonyA BassBassP11001???,38,0,17,1,0,0.105,0,0.447368421,0.026315789,1,Sheet1
11001KyleK HudsonHudsonLF11001???,28,0,6,2,0,0.143,0,0.214285714,0.071428571,1,Sheet1
11001YefriY P?rezP?rezCF11001???,3,0,1,4,2,0.667,0,0.333333333,2,0.666666667,Sheet1
11001TonyT CingraniCingraniP11001???,52,1,16,1,0,0.192,0.018867925,0.301886792,0.018867925,1,Sheet1
11001PatrickP CorbinCorbinP11001???,410,21,169,0,1,0.151,0.048723898,0.392111369,0.002320186,0,Sheet1
11001JamesJ JonesJonesCF11001???,341,14,80,28,2,0.238,0.03943662,0.225352113,0.084507042,0.933333333,Sheet1
11001RicoR NoelNoelDH11001???,2,0,0,5,2,0.5,0,0,3.5,0.714285714,Sheet1
11001MarkM PaytonPaytonOF11001???,61,8,16,1,0,0.164,0.115942029,0.231884058,0.014492754,1,Sheet1
11001CalebC SmithSmithP11001???,87,1,42,1,0,0.172,0.011363636,0.477272727,0.011363636,1,Sheet1
11001KyleK WaldropWaldropRF11001???,23,1,6,0,1,0.217,0.041666667,0.25,0.041666667,0,Sheet1
11001OrlandoO CalixteCalixteSS11001???,52,3,16,1,0,0.135,0.054545455,0.290909091,0.018181818,1,Sheet1
11001Ram?nR TorresTorres2B11001???,102,5,15,1,0,0.225,0.046728972,0.140186916,0.009345794,1,Sheet1
11001DannyD MunoMuno3B11001???,27,4,11,1,0,0.148,0.129032258,0.35483871,0.032258065,1,Sheet1
11001JackJ ReinheimerReinheimerSS11001???,35,5,12,1,1,0.143,0.125,0.3,0.05,0.5,Sheet1
11001KevinK KramerKramer3B11001???,79,8,37,0,1,0.152,0.091954023,0.425287356,0.011494253,0,Sheet1
11001HumbertoH ArteagaArteagaSS11001???,125,8,28,1,1,0.192,0.060150376,0.210526316,0.015037594,0.5,Sheet1
11001ArchieA BradleyBradleyP11001???,63,0,39,0,1,0.095,0,0.619047619,0.015873016,0,Sheet1
12001OrlandoO SanchezSanchezC12001???,110,7,19,1,0,0.218,0.05982906,0.162393162,0.008547009,1,Sheet1
12001ScottS SandersSandersP12001???,129,5,42,1,0,0.194,0.037313433,0.313432836,0.007462687,1,Sheet1
12001BobbyB SchangSchangC12001???,186,18,47,3,2,0.188,0.088235294,0.230392157,0.024509804,0.6,Sheet1
12001ArtA SchareinScharein3B12001???,776,66,31,11,17,0.244,0.078384798,0.036817102,0.033254157,0.392857143,Sheet1
12001CurtC SchillingSchillingP12001???,773,25,270,1,1,0.151,0.031328321,0.338345865,0.002506266,0.5,Sheet1
12001NormN SchlueterSchlueterC12001???,296,17,48,3,2,0.186,0.054313099,0.153354633,0.015974441,0.6,Sheet1
12001GeorgeG SchmeesSchmeesRF12001???,125,12,29,0,1,0.168,0.087591241,0.211678832,0.00729927,0,Sheet1
12001TedT SchreiberSchreiber3B12001???,50,4,14,0,1,0.16,0.074074074,0.259259259,0.018518519,0,Sheet1
12001BobB SchroderSchroder2B12001???,221,23,21,1,0,0.217,0.094262295,0.086065574,0.004098361,1,Sheet1
12001RonR SchuelerSchuelerP12001???,170,6,57,0,1,0.159,0.034090909,0.323863636,0.005681818,0,Sheet1
12001LenL SchulteSchulte3B12001???,435,25,35,0,3,0.248,0.054347826,0.076086957,0.006521739,0,Sheet1
12001DickD SelmaSelmaP12001???,203,5,76,1,0,0.172,0.024038462,0.365384615,0.004807692,1,Sheet1
12001CareyC SelphSelph3B12001???,447,37,13,8,6,0.277,0.076446281,0.026859504,0.02892562,0.571428571,Sheet1
12001TedT SepkowskiSepkowski3B12001???,26,1,4,0,1,0.231,0.037037037,0.148148148,0.037037037,0,Sheet1
12001TomT SheehanSheehanP12001???,190,9,54,0,1,0.205,0.045226131,0.271356784,0.005025126,0,Sheet1
12001BudB SheelySheelyC12001???,210,27,22,0,1,0.21,0.113924051,0.092827004,0.004219409,0,Sheet1
12001BobB SheldonSheldon2B12001???,262,23,25,0,4,0.256,0.080701754,0.087719298,0.014035088,0,Sheet1
12001RollieR SheldonSheldonP12001???,209,10,113,0,1,0.096,0.0456621,0.515981735,0.00456621,0,Sheet1
12001RedR SheridanSheridanSS12001???,6,1,1,1,0,0.167,0.142857143,0.142857143,0.142857143,1,Sheet1
12001FrankF SigafoosSigafoos3B12001???,134,7,14,0,2,0.201,0.04964539,0.09929078,0.014184397,0,Sheet1
12001EddieE SilberSilberOF12001???,84,5,14,0,2,0.31,0.056179775,0.157303371,0.02247191,0,Sheet1
12001LuisL SilverioSilverioLF12001???,11,2,3,1,1,0.545,0.153846154,0.230769231,0.153846154,0.5,Sheet1
12001TomT SilverioSilverioCF12001???,30,2,9,0,1,0.1,0.0625,0.28125,0.03125,0,Sheet1
12001MelM SimonsSimonsOF12001???,194,12,18,1,1,0.268,0.058252427,0.087378641,0.009708738,0.5,Sheet1
12001DuaneD SingletonSingletonOF12001???,87,5,25,1,2,0.126,0.054347826,0.27173913,0.032608696,0.333333333,Sheet1
12001HarryH SketchleySketchleyOF12001???,36,7,4,0,1,0.194,0.162790698,0.093023256,0.023255814,0,Sheet1
12001BillB SkiffSkiffC12001???,56,0,5,1,1,0.25,0,0.089285714,0.035714286,0.5,Sheet1
12001CampC SkinnerSkinnerOF12001???,46,0,4,1,0,0.196,0,0.086956522,0.02173913,1,Sheet1
12001CharlieC SmallSmallOF12001???,18,2,5,1,0,0.167,0.1,0.25,0.05,1,Sheet1
12001JimJ SmallSmallOF12001???,141,10,22,0,2,0.27,0.066225166,0.145695364,0.013245033,0,Sheet1
12001MayoM SmithSmithLF12001???,203,36,13,0,1,0.212,0.150627615,0.054393305,0.0041841,0,Sheet1
12001ErnieE SmithSmithSS12001???,79,5,6,2,0,0.241,0.05952381,0.071428571,0.023809524,1,Sheet1
12001DickD SmithSmithOF12001???,142,6,42,9,4,0.218,0.040540541,0.283783784,0.087837838,0.692307692,Sheet1
12001DickD SmithSmith3B12001???,186,30,22,0,3,0.134,0.138888889,0.101851852,0.013888889,0,Sheet1
12001ZaneZ SmithSmithP12001???,551,13,108,1,0,0.158,0.023049645,0.191489362,0.00177305,1,Sheet1
12001DickD SmithSmithOF12001???,142,6,42,9,4,0.218,0.040540541,0.283783784,0.087837838,0.692307692,Sheet1
12001DickD SmithSmith3B12001???,186,30,22,0,3,0.134,0.138888889,0.101851852,0.013888889,0,Sheet1
12001ZaneZ SmithSmithP12001???,551,13,108,1,0,0.158,0.023049645,0.191489362,0.00177305,1,Sheet1
12001HoraceH SpeedSpeedOF12001???,135,20,46,4,5,0.207,0.129032258,0.296774194,0.058064516,0.444444444,Sheet1
12001TomT SpencerSpencerOF12001???,65,2,9,0,1,0.185,0.029850746,0.134328358,0.014925373,0,Sheet1
12001VernV SpencerSpencerOF12001???,140,11,17,4,3,0.2,0.072847682,0.112582781,0.046357616,0.571428571,Sheet1
12001StanS SperrySperry2B12001???,290,18,14,1,2,0.255,0.058441558,0.045454545,0.00974026,0.333333333,Sheet1
12001HalH SpindelSpindelC12001???,209,14,14,0,2,0.254,0.062780269,0.062780269,0.00896861,0,Sheet1
12001BillB StaffordStaffordP12001???,245,7,63,0,1,0.155,0.027777778,0.25,0.003968254,0,Sheet1
12001GaleG StaleyStaley2B12001???,26,2,1,0,1,0.423,0.071428571,0.035714286,0.035714286,0,Sheet1
12001PeteP StandridgeStandridgeP12001???,41,4,17,0,1,0.22,0.088888889,0.377777778,0.022222222,0,Sheet1
12001DickD StarrStarrP12001???,97,10,36,0,1,0.155,0.093457944,0.336448598,0.009345794,0,Sheet1
12001JoeJ StatonStaton1B12001???,19,0,4,1,1,0.211,0,0.210526316,0.105263158,0.5,Sheet1
12001JoeJ StephensonStephensonC12001???,67,2,15,1,0,0.179,0.028985507,0.217391304,0.014492754,1,Sheet1
12001BobB StephensonStephensonSS12001???,111,5,18,2,1,0.243,0.043103448,0.155172414,0.025862069,0.666666667,Sheet1
12001LeftyL StewartStewartP12001???,565,64,114,1,1,0.204,0.101748808,0.181240064,0.00317965,0.5,Sheet1
12001ChuckC StobbsStobbsP12001???,578,52,125,1,1,0.176,0.082539683,0.198412698,0.003174603,0.5,Sheet1
12001BillB StonemanStonemanP12001???,338,23,212,1,0,0.086,0.063711911,0.587257618,0.002770083,1,Sheet1
12001PaulP StrandStrandOF12001???,219,4,15,3,3,0.224,0.01793722,0.067264574,0.02690583,0.5,Sheet1
12001JohnnyJ StuartStuartP12001???,127,3,14,0,1,0.228,0.023076923,0.107692308,0.007692308,0,Sheet1
12001JohnJ StuperStuperP12001???,134,9,74,1,1,0.112,0.062937063,0.517482517,0.013986014,0.5,Sheet1
12001TomT SturdivantSturdivantP12001???,328,11,54,0,1,0.183,0.032448378,0.159292035,0.002949853,0,Sheet1
12001LenaL StylesStylesC12001???,176,16,24,1,0,0.25,0.083333333,0.125,0.005208333,1,Sheet1
12001WilliamW SueroSuero2B12001???,30,3,4,1,2,0.233,0.090909091,0.121212121,0.090909091,0.333333333,Sheet1
12001JoeJ SullivanSullivanP12001???,208,9,35,1,0,0.207,0.041474654,0.161290323,0.004608295,1,Sheet1
12001LeoL SutherlandSutherlandOF12001???,101,4,12,6,2,0.248,0.038095238,0.114285714,0.076190476,0.75,Sheet1
12001BruceB SutterSutterP12001???,102,7,50,1,0,0.088,0.064220183,0.458715596,0.009174312,1,Sheet1
12001DonD SuttonSuttonP12001???,1354,60,365,1,0,0.144,0.042432815,0.258132956,0.000707214,1,Sheet1
12001TommyT TaylorTaylor3B12001???,73,2,8,2,0,0.26,0.026666667,0.106666667,0.026666667,1,Sheet1
12001YankY TerryTerryP12001???,145,9,47,1,0,0.145,0.058441558,0.305194805,0.006493506,1,Sheet1
12001FrankF ThompsonThompson3B12001???,53,13,10,1,1,0.17,0.196969697,0.151515152,0.03030303,0.5,Sheet1
12001ShagS ThompsonThompsonOF12001???,79,18,20,2,1,0.203,0.18556701,0.206185567,0.030927835,0.666666667,Sheet1
12001JohnJ ThomsonThomsonP12001???,318,12,133,0,1,0.198,0.036363636,0.403030303,0.003030303,0,Sheet1
12001HankH ThormahlenThormahlenP12001???,173,8,62,1,0,0.168,0.044198895,0.342541436,0.005524862,1,Sheet1
12001JohnnyJ TobinTobin3B12001???,278,26,24,2,6,0.252,0.085526316,0.078947368,0.026315789,0.25,Sheet1
12001FreddieF ToliverToliverP12001???,18,1,5,1,0,0.111,0.052631579,0.263157895,0.052631579,1,Sheet1
12001BrettB TomkoTomkoP12001???,455,19,180,0,1,0.156,0.040084388,0.379746835,0.002109705,0,Sheet1
12001GilG TorresTorresSS12001???,1271,53,65,20,13,0.252,0.040030211,0.049093656,0.024924471,0.606060606,Sheet1
12001MikeM TorrezTorrezP12001???,412,10,131,1,1,0.155,0.023696682,0.31042654,0.004739336,0.5,Sheet1
12001BobbyB TrevinoTrevinoOF12001???,40,2,9,0,1,0.225,0.047619048,0.214285714,0.023809524,0,Sheet1
12001JohnJ TudorTudorP12001???,384,17,120,1,1,0.154,0.042394015,0.29925187,0.004987531,0.5,Sheet1
12001LeeL TunnellTunnellP12001???,138,2,54,0,1,0.116,0.014285714,0.385714286,0.007142857,0,Sheet1
13001TimT IrelandIreland1B13001???,7,1,1,0,1,0.143,0.125,0.125,0.125,0,Sheet1
13001DannyD JacksonJacksonP13001???,428,10,219,0,2,0.126,0.02283105,0.5,0.00456621,0,Sheet1
13001HoustonH JimenezJimenezSS13001???,411,20,49,0,2,0.185,0.046403712,0.113689095,0.004640371,0,Sheet1
13001PeteP JohnsJohns3B13001???,189,12,17,2,7,0.196,0.059701493,0.084577114,0.044776119,0.222222222,Sheet1
13001BartB JohnsonJohnsonP13001???,93,3,19,1,0,0.215,0.03125,0.197916667,0.010416667,1,Sheet1
13001ConnieC JohnsonJohnsonP13001???,351,15,48,4,0,0.168,0.040983607,0.131147541,0.010928962,1,Sheet1
13001KenK JohnsonJohnsonP13001???,89,2,23,1,0,0.213,0.021978022,0.252747253,0.010989011,1,Sheet1
13001TimT JohnsonJohnsonSS13001???,1269,88,231,18,9,0.223,0.064848931,0.170228445,0.019896831,0.666666667,Sheet1
13001ChrisC JonesJonesCF13001???,26,3,7,1,0,0.192,0.103448276,0.24137931,0.034482759,1,Sheet1
13001DickD KauffmanKauffman1B13001???,139,5,30,0,3,0.259,0.034722222,0.208333333,0.020833333,0,Sheet1
13001EddieE KearseKearseC13001???,26,3,1,1,0,0.192,0.103448276,0.034482759,0.034482759,1,Sheet1
13001CactusC KeckKeckP13001???,61,4,29,0,1,0.131,0.061538462,0.446153846,0.015384615,0,Sheet1
13001DaveD KeefeKeefeP13001???,107,4,17,1,1,0.206,0.036036036,0.153153153,0.018018018,0.5,Sheet1
13001VicV KeenKeenP13001???,230,8,70,1,1,0.148,0.033613445,0.294117647,0.008403361,0.5,Sheet1
13001BobB KinsellaKinsellaOF13001???,12,0,5,1,0,0.25,0,0.416666667,0.083333333,1,Sheet1
13001JoeJ KirreneKirrene3B13001???,27,5,3,1,0,0.296,0.15625,0.09375,0.03125,1,Sheet1
13001ErnieE KishKishLF13001???,110,9,9,0,3,0.245,0.075630252,0.075630252,0.025210084,0,Sheet1
13001RonR KlineKlineP13001???,491,15,221,1,0,0.092,0.029644269,0.436758893,0.001976285,1,Sheet1
13001JoeJ KlugmannKlugmann2B13001???,187,11,15,3,2,0.251,0.055555556,0.075757576,0.025252525,0.6,Sheet1
13001AustinA KnickerbockerKnickerbockerRF13001???,48,3,4,0,1,0.25,0.058823529,0.078431373,0.019607843,0,Sheet1
13001PeteP KniselyKniselyRF13001???,272,24,30,4,2,0.235,0.081081081,0.101351351,0.02027027,0.666666667,Sheet1
13001MikeM KnodeKnodeRF13001???,65,5,6,0,1,0.231,0.071428571,0.085714286,0.014285714,0,Sheet1
13001JohnJ KnoxKnox2B13001???,219,20,27,7,7,0.274,0.083682008,0.112970711,0.058577406,0.5,Sheet1
13001ClemC KoshorekKoshorekSS13001???,323,26,40,4,7,0.26,0.074498567,0.114613181,0.031518625,0.363636364,Sheet1
13001BrianB KowitzKowitzRF13001???,24,2,5,0,1,0.167,0.076923077,0.192307692,0.038461538,0,Sheet1
13001RandyR KramerKramerP13001???,41,0,15,1,0,0.122,0,0.365853659,0.024390244,1,Sheet1
