PLAYERPLAYER,G,AB,R ,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,,,,
2787JesseJ GonderGonderC2787???,395,876,73,220,28,2,26,94,72,184,1,2,0.251,0.31,0.377,0.687,0.0759493671,0.194092827,0.00316455696,0.333333333
2787ChiefC ZimmerZimmerC2787???,1281,4546,617,1225,222,76,26,625,390,323,151,--,0.269,0.339,0.369,0.708,0.0790113452,0.0654376013,#VALUE!,#VALUE!
2787Wild BillW. WrightWrightX2787???,380,1419,251,459,79,42,26,255,102,0,43,--,0.323,0.375,0.493,0.868,0.067061144,0,#VALUE!,#VALUE!
2787MattM BattsBattsC2787???,546,1605,163,432,95,11,26,219,143,163,6,4,0.269,0.329,0.391,0.72,0.0818077803,0.0932494279,0.0057208238,0.6
2787ChaneyC. WhiteWhiteX2787???,604,2283,472,734,101,41,26,373,217,,50,--,0.322,0.385,0.436,0.821,0.0868,0,#VALUE!,#VALUE!
2787DuffD CooleyCooleyLF2787???,1319,5364,847,1576,180,102,26,557,365,73,224,--,0.294,0.341,0.38,0.721,0.0637109443,0.0127421889,#VALUE!,#VALUE!
2787MasynM WinnWinnSS2787???,305,1163,160,294,60,5,26,116,82,226,22,11,0.253,0.303,0.38,0.683,0.0658634538,0.181526104,0.0265060241,0.666666667
2787TylerT WhiteWhite1B2787???,257,760,76,179,48,3,26,103,87,208,1,2,0.236,0.315,0.409,0.724,0.102715466,0.245572609,0.00354191263,0.333333333
2787JohnJ WardWardSS2787???,1825,7647,1408,2104,231,96,26,867,420,326,540,--,0.275,0.314,0.341,0.655,0.0520639643,0.0404115532,#VALUE!,#VALUE!
2787JoseJ MoralesMoralesDH2787???,733,1305,126,375,68,6,26,207,89,182,0,4,0.287,0.332,0.408,0.74,0.0638450502,0.130559541,0.00286944046,0
2787BobB ColuccioColuccioRF2787???,370,1095,141,241,38,15,26,114,128,203,33,21,0.22,0.305,0.353,0.658,0.10466067,0.165985282,0.0441537204,0.611111111
2787MikeM BrosseauBrosseau3B2787???,244,582,69,141,28,1,26,77,48,191,7,0,0.242,0.313,0.428,0.741,0.0761904762,0.303174603,0.0111111111,1
2787WillieW. BoboBoboX2787???,381,1273,254,398,80,25,26,240,190,,46,--,0.313,0.406,0.476,0.882,0.12987013,0,#VALUE!,#VALUE!
2787SteveS BorosBoros3B2787???,422,1255,141,308,50,7,26,149,181,174,11,6,0.245,0.344,0.359,0.703,0.126044568,0.121169916,0.0118384401,0.647058824
2787GooseG. CurryCurryX2787???,649,1881,411,568,87,33,26,279,319,,65,--,0.302,0.409,0.425,0.834,0.145,0,#VALUE!,#VALUE!
2787WarrenW MorrisMorris2B2787???,440,1495,176,399,70,7,26,164,150,218,16,22,0.267,0.334,0.375,0.709,0.0911854103,0.132522796,0.023100304,0.421052632
2787IkeI BooneBooneRF2787???,356,1160,177,372,79,11,26,194,138,67,3,7,0.321,0.394,0.475,0.869,0.106317411,0.0516178737,0.00770416025,0.3
2787Gr?gorG BlancoBlancoCF2787???,1060,2929,394,746,118,39,26,235,363,661,122,40,0.255,0.338,0.348,0.686,0.110267315,0.200789793,0.0492102066,0.75308642
2787EricE SogardSogard2B2787???,815,2236,267,551,104,11,26,187,207,342,46,15,0.246,0.313,0.338,0.651,0.084731887,0.139991813,0.0249693,0.754098361
2787SherryS RobertsonRobertson2B2787???,597,1507,200,346,55,18,26,151,202,238,32,16,0.23,0.323,0.342,0.665,0.118197776,0.139262727,0.0280866004,0.666666667
2787JimJ DyckDyck3B2787???,330,983,139,242,52,5,26,114,131,140,4,6,0.246,0.339,0.389,0.728,0.117594255,0.12567325,0.00897666068,0.4
2787RonR WoodsWoodsCF2787???,582,1247,162,290,34,12,26,130,175,171,27,18,0.233,0.326,0.342,0.668,0.123066104,0.120253165,0.0316455696,0.6
2787FrankF DuffyDuffySS2787???,915,2665,248,619,104,14,26,240,171,342,49,30,0.232,0.279,0.311,0.59,0.0602961918,0.120592384,0.0278561354,0.620253165
2787NickN FortesFortesC2787???,380,1014,122,224,38,2,26,100,59,187,11,6,0.221,0.277,0.339,0.616,0.0549860205,0.174277726,0.0158434296,0.647058824
2787JoeJ BorchardBorchardRF2787???,301,716,89,147,23,2,26,77,74,222,5,5,0.205,0.284,0.352,0.636,0.0936708861,0.281012658,0.0126582278,0.5
2787BruceB BochyBochyC2787???,358,802,75,192,37,2,26,93,67,177,1,2,0.239,0.298,0.388,0.686,0.0771001151,0.203682394,0.00345224396,0.333333333
2787JohnJ BoccabellaBoccabellaC2787???,551,1462,117,320,56,5,26,148,96,246,3,7,0.219,0.267,0.317,0.584,0.0616174583,0.157894737,0.00641848524,0.3
2787JoeyJ BartBartC2787???,318,951,114,226,36,3,26,104,89,329,3,1,0.238,0.317,0.364,0.681,0.0855769231,0.316346154,0.00384615385,0.75
2787OrestesO DestradeDestrade1B2787???,237,765,80,184,25,3,26,106,87,184,1,2,0.241,0.319,0.383,0.702,0.102112676,0.215962441,0.00352112676,0.333333333
2787JoseJ MaciasMacias3B2787???,659,1646,201,422,77,17,26,173,93,243,43,21,0.256,0.298,0.371,0.669,0.0534790109,0.13973548,0.0368027602,0.671875
2787KyleK ManzardoManzardo1B2787???,166,512,48,119,26,2,26,71,49,149,1,0,0.232,0.305,0.443,0.748,0.0873440285,0.265597148,0.00178253119,1
2842IveyI WingoWingoC2842???,1328,4003,362,1039,147,81,25,455,264,285,87,25,0.26,0.307,0.355,0.662,0.0618701664,0.0667916569,0.0262479494,0.776785714
2842RobbR QuinlanQuinlan1B2842???,458,1112,134,307,54,5,25,121,69,187,16,10,0.276,0.322,0.401,0.723,0.0584250635,0.15834039,0.0220152413,0.615384615
2842HowieH ShanksShanksOF2842???,1664,5699,604,1440,211,96,25,620,415,443,185,64,0.253,0.308,0.337,0.645,0.0678770036,0.0724566569,0.0407262022,0.742971888
2842JesusJ GuzmanGuzman1B2842???,403,1007,108,249,61,4,25,136,97,248,18,5,0.247,0.316,0.39,0.706,0.0878623188,0.224637681,0.0208333333,0.782608696
2842NippyN JonesJones1B2842???,412,1381,146,369,60,12,25,209,71,102,4,2,0.267,0.304,0.382,0.686,0.0488980716,0.0702479339,0.0041322314,0.666666667
2842HectorH VillanuevaVillanuevaC2842???,191,473,53,109,21,2,25,72,40,98,1,0,0.23,0.293,0.442,0.735,0.0779727096,0.191033138,0.00194931774,1
2842JudyJ. JohnsonJohnson3B2842???,723,2667,467,812,154,40,25,462,184,,75,--,0.304,0.351,0.42,0.771,0.0645387583,0,#VALUE!,#VALUE!
2842JohnnyJ McCarthyMcCarthy1B2842???,542,1557,182,432,72,16,25,209,90,114,8,--,0.277,0.319,0.392,0.711,0.0546448087,0.0692167577,#VALUE!,#VALUE!
2842Brian L.B HunterHunterCF2842???,1000,3347,500,882,146,28,25,241,243,581,260,61,0.264,0.313,0.346,0.659,0.0676880223,0.16183844,0.0894150418,0.809968847
2842JaredJ SandbergSandberg3B2842???,196,630,83,139,38,2,25,92,65,236,4,2,0.221,0.297,0.406,0.703,0.0935251799,0.339568345,0.00863309353,0.666666667
2842JerryJ WillardWillardC2842???,346,783,82,195,29,1,25,114,83,161,1,1,0.249,0.32,0.384,0.704,0.0958429561,0.18591224,0.00230946882,0.5
2842GailG HopkinsHopkins1B2842???,514,1219,142,324,47,6,25,145,160,83,6,4,0.266,0.352,0.376,0.728,0.116026106,0.0601885424,0.00725163162,0.6
2842JoeJ McEwingMcEwing2B2842???,754,1767,217,443,89,10,25,158,113,352,33,20,0.251,0.302,0.355,0.657,0.060106383,0.187234043,0.0281914894,0.622641509
2842AddisonA BargerBarger3B2842???,176,582,75,135,37,1,25,87,40,159,5,1,0.232,0.284,0.428,0.712,0.0643086817,0.25562701,0.00964630225,0.833333333
2842DennyD HockingHockingSS2842???,954,2358,294,591,112,17,25,226,205,442,36,27,0.251,0.31,0.344,0.654,0.0799843933,0.172454155,0.0245805696,0.571428571
2842WhiteyW HerzogHerzogRF2842???,634,1614,213,414,60,20,25,172,241,261,13,18,0.257,0.354,0.365,0.719,0.129919137,0.140700809,0.0167115903,0.419354839
2842FredF HatfieldHatfield3B2842???,722,2039,259,493,67,10,25,165,248,247,15,14,0.242,0.332,0.321,0.653,0.108439003,0.108001749,0.0126803673,0.517241379
2842BernieB NeisNeisCF2842???,680,1825,297,496,84,18,25,210,201,186,46,39,0.272,0.346,0.379,0.725,0.0992102665,0.0918065153,0.0419545903,0.541176471
2842MarkM BrouhardBrouhardLF2842???,304,909,108,235,40,7,25,104,53,183,2,11,0.259,0.305,0.4,0.705,0.0550935551,0.19022869,0.0135135135,0.153846154
2842ErnieE ClementClement3B2842???,409,1228,156,317,55,6,25,116,52,145,17,9,0.258,0.292,0.374,0.666,0.040625,0.11328125,0.0203125,0.653846154
2842SteveS BrodieBrodieCF2842???,1438,5699,886,1727,191,89,25,900,420,148,289,--,0.303,0.365,0.381,0.746,0.0686386664,0.0241869587,#VALUE!,#VALUE!
2842BillB NahorodnyNahorodnyC2842???,308,844,74,203,41,3,25,109,56,118,1,4,0.241,0.29,0.385,0.675,0.0622222222,0.131111111,0.00555555556,0.2
2842ChrisC HerrmannHerrmannC2842???,370,887,108,182,34,7,25,103,94,272,10,1,0.205,0.282,0.344,0.626,0.0958205912,0.277268094,0.0112130479,0.909090909
2842GeorgeG CutshawCutshaw2B2842???,1515,5621,629,1487,195,89,25,653,300,242,271,68,0.265,0.305,0.344,0.649,0.050667117,0.0408714744,0.0572538423,0.799410029
2842TerrmelT SledgeSledgeLF2842???,291,705,81,174,32,7,25,100,82,151,6,6,0.247,0.327,0.418,0.745,0.104193139,0.191867853,0.0152477764,0.5
2842WaltW WeissWeissSS2842???,1495,4686,623,1207,182,31,25,386,658,658,96,35,0.258,0.351,0.326,0.677,0.123128743,0.123128743,0.0245134731,0.732824427
2842LennL SakataSakata2B2842???,564,1289,163,296,46,4,25,109,97,158,30,17,0.23,0.286,0.33,0.616,0.06998557,0.113997114,0.0339105339,0.638297872
2842FrankF BaumholtzBaumholtzRF2842???,1019,3477,450,1010,165,51,25,272,258,258,30,20,0.29,0.342,0.389,0.731,0.0690763052,0.0690763052,0.0133868809,0.6
2842VanceV WilsonWilsonC2842???,403,953,104,238,42,2,25,129,46,189,2,8,0.25,0.302,0.377,0.679,0.046046046,0.189189189,0.01001001,0.2
2842JakeJ GibbsGibbsC2842???,537,1639,157,382,53,8,25,146,120,231,28,22,0.233,0.289,0.321,0.61,0.0682205799,0.131324616,0.0284252416,0.56
2842BrentB GatesGates2B2842???,685,2329,268,616,119,11,25,279,225,349,18,13,0.264,0.327,0.357,0.684,0.0880971026,0.136648395,0.012137823,0.580645161
2842JohnnyJ BatesBatesCF2842???,1097,3913,565,1087,167,73,25,417,503,190,187,--,0.278,0.367,0.377,0.744,0.113903986,0.0430253623,#VALUE!,#VALUE!
2842CurtC MottonMottonLF2842???,316,567,85,121,20,1,25,89,86,116,5,7,0.213,0.319,0.384,0.703,0.131699847,0.177641654,0.0183767228,0.416666667
2842JerryJ MosesMosesC2842???,386,1072,89,269,48,8,25,109,63,184,1,4,0.251,0.295,0.381,0.676,0.0555066079,0.162114537,0.00440528634,0.2
2842NelsonN LirianoLiriano2B2842???,823,2216,296,576,105,27,25,240,212,300,59,30,0.26,0.324,0.366,0.69,0.0873146623,0.123558484,0.0366556837,0.662921348
2842JordanJ WalkerWalkerRF2842???,254,870,98,215,40,4,25,103,67,250,15,6,0.247,0.307,0.389,0.696,0.0715048026,0.266808965,0.022411953,0.714285714
2842TimT FoliFoliSS2842???,1696,6047,576,1515,241,20,25,501,265,399,81,55,0.251,0.283,0.309,0.592,0.0419835234,0.0632129278,0.0215462611,0.595588235
2842CasperC WellsWellsRF2842???,277,688,92,158,31,4,25,81,57,201,6,4,0.23,0.299,0.395,0.694,0.0765100671,0.269798658,0.0134228188,0.6
2842JeromeJ WaltonWaltonOF2842???,598,1573,241,423,77,8,25,132,138,280,58,29,0.269,0.333,0.376,0.709,0.080654588,0.16364699,0.0508474576,0.666666667
2842BrockB HoltHolt2B2842???,753,2367,316,621,127,17,25,234,233,508,41,15,0.262,0.332,0.362,0.694,0.0896153846,0.195384615,0.0215384615,0.732142857
2842JimmyJ WalshWalsh3B2842???,257,1571,178,447,84,14,25,212,101,197,45,--,0.285,0.332,0.404,0.736,0.0604066986,0.117822967,#VALUE!,#VALUE!
2842JackJ DoyleDoyle1B2842???,1565,6039,971,1806,315,64,25,967,437,132,516,--,0.299,0.351,0.385,0.736,0.0674799259,0.0203829524,#VALUE!,#VALUE!
2842BillB KuehneKuehne3B2842???,1087,4284,536,996,145,115,25,404,137,260,150,0,0.232,0.258,0.338,0.596,0.0309884641,0.0588102239,0.0339289753,1
2842MiguelM de la Hozde la Hoz3B2842???,494,1114,116,280,42,5,25,115,56,130,2,3,0.251,0.29,0.365,0.655,0.0478632479,0.111111111,0.00427350427,0.4
2842GeorgeG DeckerDeckerLF2842???,701,2727,420,753,98,49,25,415,173,124,112,--,0.276,0.324,0.376,0.7,0.0596551724,0.0427586207,#VALUE!,#VALUE!
2842CarlosC MartinezMartinez1B2842???,465,1485,145,383,63,6,25,161,74,209,10,10,0.258,0.293,0.359,0.652,0.0474663246,0.134060295,0.0128287364,0.5
2842ColtC KeithKeith2B2842???,266,872,112,228,35,6,25,101,80,197,8,2,0.261,0.324,0.401,0.725,0.0840336134,0.206932773,0.0105042017,0.8
2842LuisL TorrensTorrensC2842???,400,1075,94,242,50,4,25,115,89,289,0,1,0.225,0.288,0.349,0.637,0.0764604811,0.248281787,0.000859106529,0
2890RandyR KnorrKnorrC2890???,253,676,82,153,27,3,24,88,47,161,0,1,0.226,0.278,0.382,0.66,0.0650069156,0.222683264,0.00138312586,0
2890PeteP CastiglioneCastiglione3B2890???,545,1670,205,426,62,11,24,150,103,126,10,6,0.255,0.3,0.349,0.649,0.0580936266,0.0710659898,0.00902425268,0.625
2890HalH KingKingC2890???,322,683,67,146,26,3,24,82,104,158,1,0,0.214,0.325,0.366,0.691,0.132147395,0.200762389,0.00127064803,1
2890RedR WilsonWilsonC2890???,602,1765,206,455,84,8,24,189,215,163,25,12,0.258,0.338,0.355,0.693,0.108585859,0.0823232323,0.0186868687,0.675675676
2890EdE CartwrightCartwright1B2890???,495,1902,348,562,100,44,24,333,202,128,144,--,0.295,0.368,0.432,0.8,0.0960076046,0.0608365019,#VALUE!,#VALUE!
2890GaryG SutherlandSutherland2B2890???,1031,3104,308,754,109,10,24,239,207,219,11,24,0.243,0.291,0.308,0.599,0.0625188765,0.0661431592,0.0105708245,0.314285714
2890SteveS OntiverosOntiveros3B2890???,732,2193,230,600,111,10,24,224,309,290,5,6,0.274,0.365,0.366,0.731,0.123501199,0.115907274,0.00439648281,0.454545455
2890NickN FranklinFranklin2B2890???,301,833,83,178,39,5,24,96,77,246,17,2,0.214,0.285,0.359,0.644,0.0846153846,0.27032967,0.0208791209,0.894736842
2890JohnnyJ. JonesJonesX2890???,468,1730,337,515,70,32,24,228,159,,28,--,0.298,0.364,0.417,0.781,0.0841715193,0,#VALUE!,#VALUE!
2890ArtA WilsonWilsonC2890???,581,2056,237,536,96,22,24,226,292,289,50,0,0.261,0.357,0.364,0.721,0.124361158,0.123083475,0.0212947189,1
2890WalterW JohnsonJohnsonP2890???,937,2324,241,547,94,41,24,255,110,251,13,4,0.235,0.274,0.342,0.616,0.0451930978,0.103122432,0.00698438784,0.764705882
2890ChrisC GimenezGimenezC2890???,391,927,118,202,43,1,24,89,115,261,5,3,0.218,0.307,0.344,0.651,0.110364683,0.250479846,0.00767754319,0.625
2890BarneyB McCoskyMcCoskyCF2890???,1170,4172,664,1301,214,71,24,397,497,261,58,31,0.312,0.386,0.414,0.8,0.106446777,0.0559006211,0.0190618976,0.651685393
2890CarlosC FeblesFebles2B2890???,506,1656,255,414,65,18,24,146,163,297,68,20,0.25,0.328,0.354,0.682,0.0896096756,0.163276526,0.0483782298,0.772727273
2890AdamA MelhuseMelhuseC2890???,311,735,76,172,40,1,24,98,57,193,1,2,0.234,0.29,0.389,0.679,0.071969697,0.243686869,0.00378787879,0.333333333
2890SydS O'BrienO'Brien3B2890???,378,1052,135,242,35,8,24,100,60,155,5,9,0.23,0.273,0.347,0.62,0.0539568345,0.139388489,0.0125899281,0.357142857
2890JoeJ StrippStripp3B2890???,1147,4211,575,1238,219,43,24,464,280,226,50,--,0.294,0.34,0.384,0.724,0.0623469161,0.050322868,#VALUE!,#VALUE!
2890MarkM BaileyBaileyC2890???,340,949,101,209,37,1,24,101,166,222,2,5,0.22,0.337,0.337,0.674,0.148878924,0.199103139,0.00627802691,0.285714286
2890HowieH SchultzSchultz1B2890???,470,1588,163,383,85,7,24,208,82,218,15,--,0.241,0.281,0.349,0.63,0.0491017964,0.130538922,#VALUE!,#VALUE!
2890MackM. EgglestonEgglestonX2890???,516,1606,214,433,71,21,24,242,173,,21,--,0.27,0.345,0.385,0.73,0.0972456436,0,#VALUE!,#VALUE!
2890MikeM BenjaminBenjaminSS2890???,818,1926,227,442,109,15,24,169,106,429,44,14,0.229,0.277,0.339,0.616,0.0521653543,0.211122047,0.0285433071,0.75862069
2890AustinA NolaNolaC2890???,360,1087,127,268,52,2,24,137,109,212,3,2,0.247,0.323,0.364,0.687,0.0911371237,0.177257525,0.00418060201,0.6
2890WalterW HolkeHolke1B2890???,1212,4456,464,1278,153,58,24,487,191,304,81,50,0.287,0.318,0.363,0.681,0.0411017861,0.0654185496,0.0281902303,0.618320611
2890GeorgeG ShubaShubaLF2890???,355,814,106,211,45,4,24,125,120,122,5,5,0.259,0.358,0.413,0.771,0.128479657,0.130620985,0.0107066381,0.5
2890CarlosC HernandezHernandezC2890???,488,1244,102,315,51,1,24,141,63,196,5,8,0.253,0.298,0.354,0.652,0.0482019893,0.149961744,0.00994644223,0.384615385
2890AbrahamA AlmonteAlmonteOF2890???,463,1236,169,288,73,13,24,118,119,327,27,9,0.233,0.3,0.371,0.671,0.0878228782,0.241328413,0.0265682657,0.75
2890TomT PrincePrinceC2890???,519,1190,113,248,66,4,24,140,105,252,9,8,0.208,0.286,0.331,0.617,0.0810810811,0.194594595,0.0131274131,0.529411765
2890ChristianC ArroyoArroyo2B2890???,295,917,106,231,54,2,24,120,51,215,8,6,0.252,0.299,0.394,0.693,0.0526859504,0.222107438,0.0144628099,0.571428571
2890HenryH. SpearmanSpearmanX2890???,386,1437,221,438,88,21,24,268,123,3,6,0,0.305,0.362,0.445,0.807,0.0788461538,0.00192307692,0.00384615385,1
2890SteveS WhitakerWhitakerOF2890???,266,758,73,174,20,6,24,85,54,174,4,6,0.23,0.283,0.367,0.65,0.0665024631,0.214285714,0.0123152709,0.4
2890BenB. TaylorTaylor1B2890???,593,2143,340,717,118,34,24,404,215,,36,--,0.335,0.397,0.455,0.852,0.0911789652,0,#VALUE!,#VALUE!
2890JeffJ HamiltonHamilton3B2890???,416,1205,111,282,61,3,24,124,43,211,0,3,0.234,0.263,0.349,0.612,0.0344551282,0.169070513,0.00240384615,0
2890Jos?J OsunaOsuna1B2890???,276,660,92,159,45,4,24,88,34,126,0,1,0.241,0.28,0.43,0.71,0.0489913545,0.181556196,0.00144092219,0
2890VictorV DiazDiazRF2890???,147,446,62,114,25,3,24,73,32,135,6,2,0.256,0.309,0.487,0.796,0.0669456067,0.282426778,0.0167364017,0.75
2890WendellW MageeMageeCF2890???,386,1086,120,268,52,8,24,122,69,204,7,8,0.247,0.291,0.376,0.667,0.0597402597,0.176623377,0.012987013,0.466666667
2890AndyA DirksDirksLF2890???,297,971,150,268,47,7,24,100,76,173,13,4,0.276,0.332,0.413,0.745,0.0725883477,0.165234002,0.0162368672,0.764705882
2890PaulP BakoBakoC2890???,789,2202,195,508,98,11,24,195,233,589,4,9,0.231,0.305,0.318,0.623,0.095687885,0.241889117,0.00533880903,0.307692308
2890GaryG GrayGray1B2890???,211,625,65,150,23,3,24,71,34,137,5,2,0.24,0.281,0.402,0.683,0.0515933232,0.207890744,0.0106221548,0.714285714
2890AlfredoA GriffinGriffinSS2890???,1962,6780,759,1688,245,78,24,527,338,664,192,134,0.249,0.285,0.319,0.604,0.0474852487,0.0932846305,0.0457993818,0.588957055
2890TommyT GlavianoGlaviano3B2890???,389,1008,191,259,55,6,24,108,208,173,11,0,0.257,0.395,0.395,0.79,0.171052632,0.142269737,0.00904605263,1
2890BobB GibsonGibsonP2890???,597,1328,132,274,44,5,24,144,63,415,13,10,0.206,0.243,0.301,0.544,0.0452911574,0.298346513,0.016534867,0.565217391
2890KenK GerhartGerhartCF2890???,215,615,72,136,22,3,24,64,42,128,16,6,0.221,0.271,0.384,0.655,0.0639269406,0.194824962,0.0334855403,0.727272727
2890JonJ BertiBerti3B2890???,514,1536,232,393,65,9,24,128,161,377,108,24,0.256,0.333,0.357,0.69,0.0948733058,0.222156747,0.0777843253,0.818181818
2890TomT GoodwinGoodwinCF2890???,1288,3846,636,1029,125,39,24,284,365,660,369,118,0.268,0.332,0.339,0.671,0.0866777488,0.156732368,0.115649489,0.757700205
2890DannyD GardellaGardellaLF2890???,169,543,74,145,12,3,24,85,57,68,2,--,0.267,0.343,0.433,0.776,0.095,0.113333333,#VALUE!,#VALUE!
2890NolanN SchanuelSchanuel1B2890???,301,1090,142,283,44,1,24,109,144,188,15,2,0.26,0.354,0.368,0.722,0.116693679,0.152350081,0.0137763371,0.882352941
2890JabboJ. AndrewsAndrewsX2890???,294,1013,146,304,45,22,24,160,79,,11,--,0.3,0.355,0.459,0.814,0.0723443223,0,#VALUE!,#VALUE!
2890DustyD CookeCookeRF2890???,608,1745,324,489,109,28,24,229,290,276,32,25,0.28,0.384,0.416,0.8,0.142506143,0.135626536,0.028009828,0.561403509
2890TomasT PerezPerez2B2890???,789,1896,205,455,96,13,24,180,131,341,6,7,0.24,0.29,0.342,0.632,0.0646275284,0.16822891,0.00641341885,0.461538462
2890CarlosC ZambranoZambranoP2890???,384,693,75,165,26,3,24,71,10,240,1,0,0.238,0.248,0.388,0.636,0.0142247511,0.341394026,0.00142247511,1
2890MikeM MordecaiMordecai3B2890???,793,1362,157,333,75,7,24,132,112,261,13,13,0.244,0.303,0.363,0.666,0.0759837178,0.177069199,0.0176390773,0.5
2890GenoG PetralliPetralliC2890???,809,1874,184,501,83,9,24,192,216,263,8,6,0.267,0.344,0.36,0.704,0.103349282,0.125837321,0.00669856459,0.571428571
2890EddieE LeonLeon2B2890???,601,1862,165,440,51,10,24,159,156,358,7,16,0.236,0.296,0.313,0.609,0.0773042616,0.17740337,0.0113974232,0.304347826
2890BillyB HamiltonHamiltonRF2890???,951,2988,454,713,109,39,24,189,230,708,326,72,0.239,0.292,0.325,0.617,0.0714729646,0.22001243,0.123679304,0.819095477
2890ChristianC VillanuevaVillanueva3B2890???,122,383,47,94,16,0,24,53,23,114,3,0,0.245,0.303,0.475,0.778,0.0566502463,0.280788177,0.00738916256,1
2890BonesB ElyElySS2890???,1341,5159,655,1331,149,68,24,656,257,108,164,--,0.258,0.295,0.327,0.622,0.0474519941,0.0199409158,#VALUE!,#VALUE!
2890JohnJ ClarksonClarksonP2890???,546,1974,254,432,73,26,24,232,81,382,31,--,0.219,0.25,0.319,0.569,0.0394160584,0.185888078,#VALUE!,#VALUE!
2890BuzzB ClarksonClarksonSS2890???,178,617,122,188,41,8,24,135,85,3,11,0,0.305,0.39,0.514,0.904,0.121082621,0.00427350427,0.0156695157,1
2890ErvE DusakDusakLF2890???,413,1035,168,251,32,6,24,106,142,188,12,0,0.243,0.334,0.355,0.689,0.120645709,0.159728122,0.0101954121,1
2890LeoL DurocherDurocherSS2890???,1637,5350,575,1320,210,56,24,567,377,480,31,5,0.247,0.299,0.32,0.619,0.0658285315,0.0838135149,0.00628601362,0.861111111
2890BenB PaschalPaschalRF2890???,365,787,143,243,47,11,24,138,72,93,24,18,0.309,0.369,0.488,0.857,0.0838183935,0.108265425,0.0488940629,0.571428571
2890FrankF ParkinsonParkinson2B2890???,378,1311,157,335,57,8,24,149,95,233,9,13,0.256,0.308,0.366,0.674,0.0675675676,0.16571835,0.0156472262,0.409090909
2890NormN MillerMillerRF2890???,540,1364,166,325,68,10,24,159,160,265,16,10,0.238,0.323,0.356,0.679,0.104986877,0.173884514,0.0170603675,0.615384615
2890OrlandoO MillerMillerSS2890???,297,943,95,244,53,5,24,113,43,223,8,11,0.259,0.305,0.402,0.707,0.0436105477,0.226166329,0.0192697769,0.421052632
2890PopP SmithSmith2B2890???,1112,4238,643,941,141,87,24,358,325,345,169,--,0.222,0.287,0.313,0.6,0.0712250712,0.0756081525,#VALUE!,#VALUE!
2890TimT BogarBogarSS2890???,701,1516,180,345,69,9,24,161,143,272,13,12,0.228,0.298,0.332,0.63,0.0861965039,0.163954189,0.0150693189,0.52
2890DuaneD WalkerWalkerOF2890???,392,861,95,197,37,5,24,99,103,190,25,10,0.229,0.311,0.367,0.678,0.106846473,0.197095436,0.0363070539,0.714285714
2890DavidD FryFry1B2890???,233,553,69,131,27,1,24,84,58,161,7,1,0.237,0.324,0.42,0.744,0.0949263502,0.263502455,0.0130932897,0.875
2890JackJ DittmerDittmer2B2890???,395,1218,117,283,43,4,24,136,77,102,2,1,0.232,0.28,0.333,0.613,0.0594594595,0.0787644788,0.00231660232,0.666666667
2890TommyT DowdDowdRF2890???,1320,5511,903,1492,163,88,24,501,369,200,366,--,0.271,0.319,0.345,0.664,0.062755102,0.0340136054,#VALUE!,#VALUE!
2890BobB ChanceChance1B2890???,277,747,76,195,34,1,24,112,68,195,3,5,0.261,0.323,0.406,0.729,0.0834355828,0.239263804,0.00981595092,0.375
