PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
10001AxelA LindstromLindstromP10001???,2,0,0,0,,0.5,0,0,,,csv
10001CharlieC LindstromLindstromC10001???,1,1,0,0,0,1,0.5,0,0,,csv
10001DickD LinesLinesP10001???,19,3,9,0,0,0.053,0.136363636,0.409090909,0,,csv
10001CarlC LinhartLinhartPH10001???,2,0,0,0,0,0,0,0,0,,csv
10001FredF LinkLinkP10001???,48,2,,1,,0.167,0.04,,,,csv
10001RoyceR LintLintP10001???,10,6,3,1,0,0.1,0.375,0.1875,0.0625,1,csv
10001BobB LintonLintonC10001???,18,1,2,0,,0.111,0.052631579,0.105263158,,,csv
10001DougD LintonLintonP10001???,7,0,3,0,0,0,0,0.428571429,0,,csv
10001LarryL LintzLintz2B10001???,616,97,101,128,38,0.227,0.136044881,0.141654979,0.232819074,0.771084337,csv
10001MichaelM LiPetriLiPetriP10001???,1,0,0,0,0,0,0,0,0,,csv
10001TomT LippLippP10001???,1,0,,0,,1,0,,,,csv
10001NigN LipscombLipscomb2B10001???,96,11,10,0,0,0.323,0.102803738,0.093457944,0,,csv
10001BobB LipskiLipskiC10001???,1,0,1,0,0,0,0,1,0,,csv
10001HoraceH LisenbeeLisenbeeP10001???,301,18,98,0,0,0.169,0.056426332,0.307210031,0,,csv
10001RickR LisiLisiRF10001???,16,4,0,0,1,0.313,0.2,0,0.05,0,csv
10001AdA LiskaLiskaP10001???,103,8,41,0,0,0.107,0.072072072,0.369369369,0,,csv
10001PeteP ListerLister1B10001???,65,3,,2,,0.277,0.044117647,,,,csv
10001MarkM LittellLittellP10001???,34,2,18,0,0,0.059,0.055555556,0.5,0,,csv
10001ScottS LittleLittleRF10001???,4,0,1,0,0,0.25,0,0.25,0,,csv
10001JeffJ LittleLittleP10001???,6,0,2,0,0,0.167,0,0.333333333,0,,csv
10001HarryH LittleLittleCF10001???,15,2,7,,,0.133,0.117647059,0.411764706,,,csv
10001JackJ LittleLittleCF10001???,12,1,,2,,0.25,0.076923077,,,,csv
10001JohnJ LittlefieldLittlefieldP10001???,12,0,3,0,0,0,0,0.25,0,,csv
10001DickD LittlefieldLittlefieldP10001???,193,12,71,0,0,0.145,0.058536585,0.346341463,0,,csv
10001CarlisleC LittlejohnLittlejohnP10001???,23,0,4,0,,0.217,0,0.173913043,,,csv
10001LarryL LittletonLittletonLF10001???,23,3,6,0,0,0,0.115384615,0.230769231,0,,csv
10001BuddyB LivelyLivelyP10001???,60,5,9,0,,0.167,0.076923077,0.138461538,,,csv
10001JackJ LivelyLivelyP10001???,43,4,,0,,0.256,0.085106383,,,,csv
10001WesW LivengoodLivengoodP10001???,0,0,0,0,,0,,,,,csv
10001PaddyP LivingstonLivingstonC10001???,574,41,1,9,,0.209,0.066666667,0.001626016,,,csv
10001JakeJ LivingstoneLivingstoneP10001???,6,0,,0,,0.167,0,,,,csv
10001AbelA LizotteLizotte1B10001???,29,2,2,1,,0.103,0.064516129,0.064516129,,,csv
10001ClemC LlewellynLlewellynP10001???,0,0,0,0,0,0,,,,,csv
10001GraemeG LloydLloydP10001???,6,1,2,0,0,0,0.142857143,0.285714286,0,,csv
10001EstebanE LoaizaLoaizaP10001???,271,3,69,0,1,0.17,0.010948905,0.251824818,0.003649635,0,csv
10001BunB. HayesHayesX10001???,142,7,,1,,0.211,0.046979866,,,,csv
10001HayesHayesX10001???,1,0,,0,,0,0,,,,csv
10001HayesHayesX10001???,1,0,,0,,0,0,,,,csv
10001HayHayX10001???,1,0,,0,,0,0,,,,csv
10001RobertR. HawkinsHawkinsX10001???,2,0,,0,,0,0,,,,csv
10001JohnJ. HawkinsHawkinsX10001???,11,0,,0,,0.091,0,,,,csv
10001RufusR. HattenHattenX10001???,24,1,,0,,0,0.04,,,,csv
10001HastingsHastingsX10001???,0,0,,0,,0,,,,,csv
10001HartwellHartwellX10001???,0,0,,0,,0,,,,,csv
10001AndyA. HarveyHarveyX10001???,94,4,,0,,0.277,0.040816327,,,,csv
10001GarrellG. HartmanHartmanX10001???,30,2,,0,,0.3,0.0625,,,,csv
10001VernonV. HarrisonHarrisonX10001???,0,1,,0,,0,1,,,,csv
10001RattlerR HarrisonHarrisonX10001???,37,2,,0,,0.216,0.051282051,,,,csv
10001WilmerW. HarrisHarrisX10001???,72,7,,0,,0.208,0.088607595,,,,csv
10001SammyS. HarrisHarrisX10001???,86,3,,2,,0.198,0.033707865,,,,csv
10001LeftyL. HarrisHarrisX10001???,1,0,,0,,0,0,,,,csv
10001HoraceH. HarrisHarrisX10001???,1,0,,0,,0,0,,,,csv
10001HenryH. HarrisHarrisX10001???,297,41,,2,,0.182,0.121301775,,,,csv
10001GeorgeG. HarrisHarrisX10001???,17,0,,0,,0.059,0,,,,csv
10001BenB. HarrisHarrisX10001???,2,0,,0,,0,0,,,,csv
10001BillB. HarrisHarrisX10001???,65,5,,0,,0.185,0.071428571,,,,csv
10001BillB. HarrisHarrisX10001???,6,2,,0,,0,0.25,,,,csv
10001CharlieC. HarrisHarrisX10001???,41,2,,0,,0.293,0.046511628,,,,csv
10001AndyA. HarrisHarrisX10001???,71,5,,2,,0.268,0.065789474,,,,csv
10001HarrisHarrisX10001???,1,0,,0,,0,0,,,,csv
10001WalterW. HarperHarperX10001???,22,0,,0,,0.045,0,,,,csv
10001DaveD. HarperHarperX10001???,129,10,,3,,0.31,0.071942446,,,,csv
10001HarringtonHarringtonX10001???,3,0,,0,,0,0,,,,csv
10001JohnJ. HarperHarperX10001???,118,7,,1,,0.144,0.056,,,,csv
10001HarperHarperX10001???,1,0,,0,,0,0,,,,csv
10001RoyR. HardingHardingX10001???,3,0,,0,,0,0,,,,csv
10001C.C. HardyHardyX10001???,1,0,,0,,0,0,,,,csv
10001LovellL. HardenHardenX10001???,5,0,,0,,0.4,0,,,,csv
10001WesleyW. HardimanHardimanX10001???,0,0,,0,,0,,,,,csv
10001LeoL. HannibalHannibalX10001???,44,1,,1,,0.25,0.022222222,,,,csv
10001J. B.J. HamptonHamptonX10001???,0,0,,0,,0,,,,,csv
10001ArtA. HancockHancockX10001???,7,0,,0,,0.143,0,,,,csv
10001GeorgeG. HandyHandyX10001???,67,4,,0,,0.239,0.056338028,,,,csv
10001CharlieC. HancockHancockX10001???,5,0,,0,,0,0,,,,csv
10001JimJ. HamiltonHamiltonX10001???,60,2,,2,,0.2,0.032258065,,,,csv
10001TedT. HamiltonHamiltonX10001???,4,0,,0,,0,0,,,,csv
10001DonD. HammondHammondX10001???,8,1,,0,,0.25,0.111111111,,,,csv
10001L.L. HamiltonHamiltonX10001???,18,0,,0,,0.056,0,,,,csv
10001Bad NewsB. HallHallX10001???,47,3,,1,,0.191,0.06,,,,csv
10001CharleyC. HallHallX10001???,2,0,,0,,0,0,,,,csv
10001RedR. HaleyHaleyX10001???,31,2,,0,,0.258,0.060606061,,,,csv
10001HaleyHaleyX10001???,2,0,,0,,0,0,,,,csv
10001RedR. HadleyHadleyX10001???,88,3,,3,,0.25,0.032967033,,,,csv
10001HaroldH. HairstonHairstonX10001???,23,0,,1,,0.087,0,,,,csv
10001SpeedballS. HackettHackettX10001???,2,0,,0,,0,0,,,,csv
10001GumbsGumbsX10001???,1,0,,0,,0,0,,,,csv
10001TeddyT. GunnGunnX10001???,4,0,,0,,0.25,0,,,,csv
10001JuanJ. GuilbeGuilbeX10001???,24,0,,0,,0.292,0,,,,csv
10001NapN. GulleyGulleyX10001???,15,1,,0,,0.333,0.0625,,,,csv
10001FelixF. GuilbeGuilbeX10001???,286,27,,6,,0.252,0.086261981,,,,csv
10001AdolphusA. GrimesGrimesX10001???,13,1,,1,,0.154,0.071428571,,,,csv
10001AcieA. GriggsGriggsX10001???,20,2,,1,,0.25,0.090909091,,,,csv
10001WileyW. GriggsGriggsX10001???,16,2,,0,,0.188,0.111111111,,,,csv
10001SilasS. GriffinGriffinX10001???,5,0,,0,,0,0,,,,csv
10001TedT. GriffithGriffithX10001???,0,0,,0,,0,,,,,csv
10001RobertR. GriffinGriffinX10001???,4,0,,0,,0,0,,,,csv
10001JohnJ. GriffinGriffinX10001???,20,0,,0,,0.3,0,,,,csv
10001PeteP. GregoryGregoryX10001???,0,1,,0,,0,1,,,,csv
10001ClaudeC. GrierGrierX10001???,187,18,,0,,0.225,0.087804878,,,,csv
10001WillieW. GreenGreenX10001???,327,39,,13,,0.272,0.106557377,,,,csv
10001VictorV. GreenidgeGreenidgeX10001???,23,0,,0,,0.087,0,,,,csv
10001JoeJ. GreenGreenX10001???,51,3,,0,,0.235,0.055555556,,,,csv
10001HoneyH. GreenGreenX10001???,6,1,,0,,0,0.142857143,,,,csv
10001CurtisC. GreenGreenX10001???,24,1,,0,,0.125,0.04,,,,csv
10001ChappieC. GrayGrayX10001???,1,0,,0,,0,0,,,,csv
10001ChesleyC. GrayGrayX10001???,117,6,,2,,0.231,0.048780488,,,,csv
10001GrayGrayX10001???,4,0,,0,,0.5,0,,,,csv
10001AbeA. GrayGrayX10001???,4,0,,0,,0.25,0,,,,csv
10001GravesGravesX10001???,7,0,,0,,0,0,,,,csv
10001BobB. GravesGravesX10001???,2,0,,0,,0,0,,,,csv
10001GumbsGumbsX10001???,1,0,,0,,0,0,,,,csv
10001TeddyT. GunnGunnX10001???,4,0,,0,,0.25,0,,,,csv
10001JuanJ. GuilbeGuilbeX10001???,24,0,,0,,0.292,0,,,,csv
10001NapN. GulleyGulleyX10001???,15,1,,0,,0.333,0.0625,,,,csv
10001FelixF. GuilbeGuilbeX10001???,286,27,,6,,0.252,0.086261981,,,,csv
10001AdolphusA. GrimesGrimesX10001???,13,1,,1,,0.154,0.071428571,,,,csv
10001AcieA. GriggsGriggsX10001???,20,2,,1,,0.25,0.090909091,,,,csv
10001WileyW. GriggsGriggsX10001???,16,2,,0,,0.188,0.111111111,,,,csv
10001SilasS. GriffinGriffinX10001???,5,0,,0,,0,0,,,,csv
10001TedT. GriffithGriffithX10001???,0,0,,0,,0,,,,,csv
10001RobertR. GriffinGriffinX10001???,4,0,,0,,0,0,,,,csv
10001JohnJ. GriffinGriffinX10001???,20,0,,0,,0.3,0,,,,csv
10001PeteP. GregoryGregoryX10001???,0,1,,0,,0,1,,,,csv
10001ClaudeC. GrierGrierX10001???,187,18,,0,,0.225,0.087804878,,,,csv
10001WillieW. GreenGreenX10001???,327,39,,13,,0.272,0.106557377,,,,csv
10001VictorV. GreenidgeGreenidgeX10001???,23,0,,0,,0.087,0,,,,csv
10001JoeJ. GreenGreenX10001???,51,3,,0,,0.235,0.055555556,,,,csv
10001HoneyH. GreenGreenX10001???,6,1,,0,,0,0.142857143,,,,csv
10001CurtisC. GreenGreenX10001???,24,1,,0,,0.125,0.04,,,,csv
10001ChappieC. GrayGrayX10001???,1,0,,0,,0,0,,,,csv
10001ChesleyC. GrayGrayX10001???,117,6,,2,,0.231,0.048780488,,,,csv
10001GrayGrayX10001???,4,0,,0,,0.5,0,,,,csv
10001AbeA. GrayGrayX10001???,4,0,,0,,0.25,0,,,,csv
10001GravesGravesX10001???,7,0,,0,,0,0,,,,csv
10001BobB. GravesGravesX10001???,2,0,,0,,0,0,,,,csv
10001PenP. GilliardGilliardX10001???,28,5,,8,,0.25,0.151515152,,,,csv
10001GeorgeG. GillGillX10001???,155,9,,0,,0.303,0.054878049,,,,csv
10001DennisD. GilchristGilchristX10001???,200,19,,3,,0.265,0.086757991,,,,csv
10001PaulP. GibsonGibsonX10001???,0,1,,0,,0,1,,,,csv
10001GilesGilesX10001???,3,0,,0,,0,0,,,,csv
10001JohnJ. GibbonsGibbonsX10001???,12,0,,0,,0.167,0,,,,csv
10001GerhartGerhartX10001???,1,0,,0,,0,0,,,,csv
10001GibsonGibsonX10001???,3,0,,0,,0,0,,,,csv
10001WalterW. GibbonsGibbonsX10001???,5,1,,0,,0.2,0.166666667,,,,csv
10001SammyS. GeeGeeX10001???,45,7,,0,,0.2,0.134615385,,,,csv
10001AlphonsoA. GerardGerardX10001???,170,18,,1,,0.253,0.095744681,,,,csv
10001WillieW. GayGayX10001???,4,0,,0,,0.25,0,,,,csv
10001GavinGavinX10001???,0,0,,0,,0,,,,,csv
10001HerbertH. GayGayX10001???,14,2,,0,,0.071,0.125,,,,csv
10001ErnestE. GatewoodGatewoodX10001???,296,15,,3,,0.223,0.048231511,,,,csv
10001CharlesC. GaryGaryX10001???,62,4,,3,,0.242,0.060606061,,,,csv
10001GilG. GarridoGarridoX10001???,116,8,,2,,0.216,0.064516129,,,,csv
10001GarvinGarvinX10001???,0,0,,0,,0,,,,,csv
10001GareyGareyX10001???,5,0,,0,,0.6,0,,,,csv
10001SpikeS. GarrettGarrettX10001???,3,0,,0,,0.333,0,,,,csv
10001GardnerGardnerX10001???,3,0,,0,,0,0,,,,csv
10001GardnerGardnerX10001???,3,0,,0,,0,0,,,,csv
10001GardnerGardnerX10001???,1,1,,0,,1,0.5,,,,csv
10001PingP. GardnerGardnerX10001???,242,10,,1,,0.194,0.03968254,,,,csv
10001AngelA. GarciaGarciaX10001???,23,5,,0,,0.174,0.178571429,,,,csv
10001ChanoC. GarciaGarciaX10001???,188,22,,4,,0.207,0.104761905,,,,csv
10001WilliamW. GambleGambleX10001???,3,0,,,,0,0,,,,csv
10001JudyJ. GansGansX10001???,241,24,,7,,0.203,0.090566038,,,,csv
10001DomingoD. GamizGamizX10001???,6,0,,0,,0.167,0,,,,csv
10001CandidoC. GalvezGalvezX10001???,35,4,,0,,0.229,0.102564103,,,,csv
10001JonasJ. GainesGainesX10001???,189,16,,0,,0.116,0.07804878,,,,csv
10001GusG. GadsdenGadsdenX10001???,20,4,,0,,0.1,0.166666667,,,,csv
10001JimmyJ. FullerFullerX10001???,6,0,,0,,0.167,0,,,,csv
10001FresnellFresnellX10001???,3,0,,1,,1,0,,,,csv
10001BillB. FreemanFreemanX10001???,2,0,,0,,0.5,0,,,,csv
10001OranO. FrazierFrazierX10001???,78,6,,1,,0.218,0.071428571,,,,csv
10001FlashF. FrazierFrazierX10001???,10,2,,0,,0.1,0.166666667,,,,csv
10001AlA. FrazierFrazierX10001???,216,18,,2,,0.25,0.076923077,,,,csv
10001FoxFoxX10001???,1,0,,0,,0,0,,,,csv
10001BillB. FrancisFrancisX10001???,284,52,,4,,0.176,0.154761905,,,,csv
10001FoxFoxX10001???,1,0,,0,,0,0,,,,csv
10001OtisO. FrancisFrancisX10001???,4,1,,0,,0.5,0.2,,,,csv
10001LelandL. FosterFosterX10001???,0,0,,0,,0,,,,,csv
10001ErvinE. FowlkesFowlkesX10001???,47,5,,0,,0.106,0.096153846,,,,csv
10001ForsytheForsytheX10001???,1,0,,0,,0,0,,,,csv
10001PercyP. ForrestForrestX10001???,84,4,,0,,0.226,0.045454545,,,,csv
10001ZackZ. ForemanForemanX10001???,44,0,,0,,0.182,0,,,,csv
10001GeorgeG. FordFordX10001???,155,15,,1,,0.232,0.088235294,,,,csv
10001JakeJ. FooteFooteX10001???,2,1,,0,,0,0.333333333,,,,csv
10001JohnnyJ. FlowersFlowersX10001???,50,1,,1,,0.36,0.019607843,,,,csv
10001LonnieL MaclinMaclinLF10001???,13,0,5,1,0,0.077,0,0.384615385,0.076923077,1,csv
10001WaddyW MacPheeMacPhee3B10001???,7,1,0,0,0,0.286,0.125,0,0,,csv
10001HarryH MacPhersonMacPhersonP10001???,0,0,0,0,,0,,,,,csv
10001GeneG MaddenMaddenPH10001???,1,0,0,0,,0,0,0,,,csv
10001FrankF MaddenMaddenC10001???,2,0,0,0,,0.5,0,0,,,csv
10001LenL MaddenMaddenP10001???,4,0,3,0,,0.25,0,0.75,,,csv
10001MikeM MaddenMaddenP10001???,37,3,23,0,0,0.081,0.075,0.575,0,,csv
10001MorrisM MaddenMaddenP10001???,1,0,1,0,0,0,0,1,0,,csv
10001BunnyB MaddenMaddenC10001???,143,5,13,0,,0.287,0.033783784,0.087837838,,,csv
10001TommyT MaddenMaddenLF10001???,16,1,,0,,0.25,0.058823529,,,,csv
10001JerryJ MaddoxMaddox3B10001???,14,1,2,0,0,0.214,0.066666667,0.133333333,0,,csv
10001NickN MaddoxMaddoxP10001???,209,19,5,3,,0.244,0.083333333,0.021929825,,,csv
10001MikeM MadduxMadduxP10001???,92,6,34,0,0,0.065,0.06122449,0.346938776,0,,csv
10001TonyT MadiganMadiganP10001???,48,1,20,0,,0.083,0.020408163,0.408163265,,,csv
10001ArtA MadisonMadison2B10001???,152,12,1,5,,0.289,0.073170732,0.006097561,,,csv
10001DaveD MadisonMadisonP10001???,30,2,8,0,0,0.1,0.0625,0.25,0,,csv
10001AlexA MadridMadridP10001???,9,1,5,0,0,0,0.1,0.5,0,,csv
10001SalS MadridMadridSS10001???,24,1,6,0,,0.125,0.04,0.24,,,csv
10001CalvinC MaduroMaduroP10001???,24,0,14,0,0,0.042,0,0.583333333,0,,csv
10001HectorH MaestriMaestriP10001???,1,0,0,0,0,0,0,0,0,,csv
10001EverE MagallanesMagallanes3B10001???,2,1,1,0,0,0,0.333333333,0.333333333,0,,csv
10001BillB MageeMageeP10001???,284,9,,2,,0.169,0.030716724,,,,csv
10001MikeM MagnanteMagnanteP10001???,6,0,2,0,0,0.333,0,0.333333333,0,,csv
10001StubbyS MagnerMagnerSS10001???,33,4,,1,,0.212,0.108108108,,,,csv
10001JohnJ MagnerMagnerCF10001???,4,0,1,,,0,0,0.25,,,csv
10001GervesG. FaganFaganX10001???,84,10,,0,,0.19,0.106382979,,,,csv
10001JohnJ. FallingsFallingsX10001???,0,0,,0,,0,,,,,csv
10001FaceFaceX10001???,4,0,,0,,0.5,0,,,,csv
10001ColumbusC. EwingEwingX10001???,9,0,,0,,0.333,0,,,,csv
10001JulianJ. FabeloFabeloX10001???,27,3,,0,,0.259,0.1,,,,csv
10001UlyssesU. EvansEvansX10001???,2,0,,0,,0.5,0,,,,csv
10001WilliamW. EvansEvansX10001???,12,3,,0,,0.083,0.2,,,,csv
10001JimmyJ. EverettEverettX10001???,39,2,,1,,0.231,0.048780488,,,,csv
10001ClarenceC. EverettEverettX10001???,107,9,,0,,0.159,0.077586207,,,,csv
10001LloydL. EvansEvansX10001???,1,0,,0,,0,0,,,,csv
10001FrankF. EvansEvansX10001???,4,0,,0,,0,0,,,,csv
10001BobB. EvansEvansX10001???,224,13,,0,,0.112,0.054852321,,,,csv
10001ClarenceC. EvansEvansX10001???,8,1,,0,,0,0.111111111,,,,csv
10001EvansEvansX10001???,4,0,,0,,0.25,0,,,,csv
10001CharlesC EvansEvansX10001???,11,0,,0,,0.182,0,,,,csv
10001EnochEnochX10001???,1,0,,0,,0,0,,,,csv
10001LuisL. EntenzaEntenzaX10001???,302,30,,5,,0.228,0.090361446,,,,csv
10001CharlesC. EnglandEnglandX10001???,4,0,,0,,0.25,0,,,,csv
10001EnglishEnglishX10001???,4,0,,0,,0.25,0,,,,csv
10001BusterB. EmmettEmmettX10001???,0,0,,0,,0,,,,,csv
10001SpecsS. EllisEllisX10001???,19,2,,0,,0.263,0.095238095,,,,csv
10001JimJ. ElamElamX10001???,12,1,,0,,0.417,0.076923077,,,,csv
10001TeannieT. EdwardsEdwardsX10001???,70,9,,0,,0.243,0.113924051,,,,csv
10001GilbertG EdwardsEdwardsX10001???,1,0,,0,,0,0,,,,csv
10001WeedyW. EdwardsEdwardsX10001???,6,0,,0,,0,0,,,,csv
10001JesseJ. EdwardsEdwardsX10001???,126,12,,1,,0.135,0.086956522,,,,csv
10001ChancelorC. EdwardsEdwardsX10001???,28,1,,0,,0.107,0.034482759,,,,csv
10001JuanJ. EckelsonEckelsonX10001???,20,0,,0,,0.15,0,,,,csv
10001JoeJ. EcholsEcholsX10001???,10,2,,0,,0.2,0.166666667,,,,csv
10001EasternEasternX10001???,0,0,,0,,0,,,,,csv
10001ElbertE. EatmonEatmonX10001???,24,2,,0,,0.125,0.076923077,,,,csv
10001A. J.A. DykesDykesX10001???,2,0,,0,,0.5,0,,,,csv
10001WilliamW. DykeDykeX10001???,2,1,,0,,0,0.333333333,,,,csv
10001FrankF. Duncan IIIDuncan IIIX10001???,7,0,,0,,0,0,,,,csv
10001JoeJ. DuncanDuncanX10001???,36,3,,0,,0.222,0.076923077,,,,csv
10001CharlesC. DunklinDunklinX10001???,20,1,,0,,0.1,0.047619048,,,,csv
10001BillB. DumpsonDumpsonX10001???,2,0,,0,,0,0,,,,csv
10001EdE. DudleyDudleyX10001???,8,1,,0,,0.25,0.111111111,,,,csv
10001BillB. DuffyDuffyX10001???,6,2,,1,,0.333,0.25,,,,csv
10001EddieE. DucyDucyX10001???,11,2,,1,,0.091,0.153846154,,,,csv
10001DrummerDrummerX10001???,1,0,,0,,0,0,,,,csv
10001DouglassDouglassX10001???,4,1,,0,,0,0.2,,,,csv
10001DotsonDotsonX10001???,1,0,,0,,1,0,,,,csv
10001LuciusL. DorseyDorseyX10001???,43,3,,0,,0.116,0.065217391,,,,csv
10001DonellyDonellyX10001???,1,1,,0,,0,0.5,,,,csv
10001JustoJ. DominguezDominguezX10001???,34,1,,0,,0.206,0.028571429,,,,csv
10001TomT. DixonDixonX10001???,41,5,,0,,0.244,0.108695652,,,,csv
10001GlennG. DixonDixonX10001???,28,4,,0,,0.143,0.125,,,,csv
10001EddieE. DixonDixonX10001???,68,3,,2,,0.25,0.042253521,,,,csv
10001DixonDixonX10001???,3,1,,0,,0,0.25,,,,csv
10001CarlC MandaManda2B10001???,15,3,3,1,,0.267,0.166666667,0.166666667,,,csv
10001HalH MandersMandersP10001???,12,0,2,0,0,0.167,0,0.166666667,0,,csv
10001JimJ ManganManganC10001???,59,9,18,0,0,0.153,0.132352941,0.264705882,0,,csv
10001LeoL MangumMangumP10001???,75,4,8,0,0,0.2,0.050632911,0.101265823,0,,csv
10001GeorgeG MangusMangusLF10001???,25,1,6,0,,0.2,0.038461538,0.230769231,,,csv
10001CharlieC ManloveManloveC10001???,17,0,4,,,0.176,0,0.235294118,,,csv
10001GarthG MannMannPR10001???,0,0,0,0,,0,,,,,csv
10001JohnnyJ MannMann3B10001???,6,1,0,0,0,0.333,0.142857143,0,0,,csv
10001ErnieE ManningManningP10001???,4,0,1,0,,0,0,0.25,,,csv
10001JimJ ManningManningP10001???,1,0,0,0,0,0,0,0,0,,csv
10001RubeR ManningManningP10001???,180,7,,3,,0.183,0.037433155,,,,csv
10001JohnJ MansellMansellCF10001???,126,4,,,,0.238,0.030769231,,,,csv
10001TomT MansellMansellLF10001???,767,39,22,,,0.259,0.048387097,0.027295285,,,csv
10001LouL ManskeManskeP10001???,4,0,,0,,0,0,,,,csv
10001MattM ManteiManteiP10001???,5,0,2,0,0,0.2,0,0.4,0,,csv
10001BarryB ManuelManuelP10001???,9,1,4,0,0,0,0.1,0.4,0,,csv
10001MoxieM ManuelManuelP10001???,20,1,,0,,0.1,0.047619048,,,,csv
10001FrankF ManushManush3B10001???,77,2,,2,,0.156,0.025316456,,,,csv
10001DickD ManvilleManvilleP10001???,2,0,1,0,0,0.5,0,0.5,0,,csv
10001JosiasJ ManzanilloManzanilloP10001???,12,0,6,0,0,0.083,0,0.5,0,,csv
10001RaveloR ManzanilloManzanilloP10001???,4,0,1,0,0,0.5,0,0.25,0,,csv
10001RollaR MapelMapelP10001???,6,0,4,0,,0.167,0,0.666666667,,,csv
10001HowardH MapleMapleC10001???,41,7,7,0,0,0.244,0.145833333,0.145833333,0,,csv
10001GeorgeG MappesMappes2B10001???,33,2,5,0,,0.182,0.057142857,0.142857143,,,csv
10001PaulP MarakMarakP10001???,11,1,4,0,0,0.091,0.083333333,0.333333333,0,,csv
10001GeorgesG MarandaMarandaP10001???,28,1,12,0,0,0.214,0.034482759,0.413793103,0,,csv
10001WaltW MarbetMarbetP10001???,0,0,0,0,,0,,,,,csv
10001LeoL MarentetteMarentetteP10001???,1,0,0,0,0,0,0,0,0,,csv
10001DanD MarionMarionP10001???,110,4,19,0,,0.182,0.035087719,0.166666667,,,csv
10001DukeD MarkellMarkellP10001???,6,0,1,0,0,0.167,0,0.166666667,0,,csv
10001GeneG MarklandMarkland2B10001???,8,3,0,0,0,0.125,0.272727273,0,0,,csv
10001CliffC MarkleMarkleP10001???,69,5,22,0,0,0.087,0.067567568,0.297297297,0,,csv
10001DickD MarloweMarloweP10001???,57,2,26,0,0,0.175,0.033898305,0.440677966,0,,csv
10001HarryH MarnieMarnie2B10001???,222,18,29,1,,0.221,0.075,0.120833333,,,csv
10001FredF MarolewskiMarolewski1B10001???,0,0,0,0,0,0,,,,,csv
10001LouL MaroneMaroneP10001???,0,0,0,0,0,0,,,,,csv
10001OllieO MarquardtMarquardt2B10001???,39,3,4,0,1,0.179,0.071428571,0.095238095,0.023809524,0,csv
10001JimJ MarquisMarquisP10001???,2,0,1,0,0,0,0,0.5,0,,csv
10001RogerR MarquisMarquisRF10001???,1,0,0,0,0,0,0,0,0,,csv
10001ConnieC MarreroMarreroP10001???,236,23,53,0,0,0.114,0.088803089,0.204633205,0,,csv
10001BuckB MarrowMarrowP10001???,25,0,7,0,0,0.12,0,0.28,0,,csv
10001EdE MarsMarsP10001???,51,5,,0,,0.275,0.089285714,,,,csv
10001ChipC MarshallMarshallC10001???,0,0,0,0,,0,,,,,csv
10001CuddlesC MarshallMarshallP10001???,49,3,14,0,0,0.184,0.057692308,0.269230769,0,,csv
10001DocD MarshallMarshallSS10001???,658,28,28,2,,0.258,0.040816327,0.040816327,,,csv
10001JoeJ MarshallMarshallRF10001???,118,6,,0,,0.178,0.048387097,,,,csv
10001KeithK MarshallMarshallLF10001???,9,1,4,0,0,0.222,0.1,0.4,0,,csv
10001RubeR MarshallMarshallP10001???,71,4,9,1,,0.169,0.053333333,0.12,,,csv
10001BillB MarshallMarshall2B10001???,8,0,2,0,0,0.125,0,0.25,0,,csv
10001DocD MartelMartelC10001???,72,6,3,0,,0.208,0.076923077,0.038461538,,,csv
10001DanielsDanielsX10001???,0,1,,0,,0,1,,,,csv
10001JamesJ. DaileyDaileyX10001???,5,0,,0,,0.4,0,,,,csv
10001CurtisCurtisX10001???,1,0,,0,,0,0,,,,csv
10001WillieW. CurtisCurtisX10001???,98,9,,3,,0.296,0.08411215,,,,csv
10001JohnJ. CunninghamCunninghamX10001???,76,2,,2,,0.224,0.025641026,,,,csv
10001VernonV. CunninghamCunninghamX10001???,25,3,,0,,0.28,0.107142857,,,,csv
10001CunninghamCunninghamX10001???,0,1,,0,,0,1,,,,csv
10001CunninghamCunninghamX10001???,2,0,,0,,0,0,,,,csv
10001CummingsCummingsX10001???,3,0,,0,,0.667,0,,,,csv
10001CulpCulpX10001???,1,0,,0,,0,0,,,,csv
10001BasilioB. CueriaCueriaX10001???,17,3,,0,,0.176,0.15,,,,csv
10001JamesJ. CrumpCrumpX10001???,12,0,,1,,0.417,0,,,,csv
10001MartinM. CrueCrueX10001???,72,1,,0,,0.236,0.01369863,,,,csv
10001NormanN. CrossCrossX10001???,10,0,,0,,0,0,,,,csv
10001LeroyL. CromartieCromartieX10001???,19,2,,0,,0.316,0.095238095,,,,csv
10001FrankF. CrockettCrockettX10001???,65,6,,3,,0.262,0.084507042,,,,csv
10001WalterW. CrosbyCrosbyX10001???,3,1,,0,,0.333,0.25,,,,csv
10001CriglerCriglerX10001???,6,0,,0,,0.167,0,,,,csv
10001WillieW. CreekCreekX10001???,10,0,,0,,0.2,0,,,,csv
10001SamS. CrawfordCrawfordX10001???,310,16,,7,,0.19,0.049079755,,,,csv
10001HubertH. CrawfordCrawfordX10001???,7,1,,0,,0.143,0.125,,,,csv
10001WilliamW. CraddockCraddockX10001???,8,1,,0,,0.125,0.111111111,,,,csv
