PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
16001KyleK WaldropWaldropRF16001???,23,1,6,0,1,0.217,0.041666667,0.25,0.041666667,0,csv
16001ZackZ WeissWeissP16001???,0,0,0,0,0,0,,,,,csv
16001RowanR WickWickP16001???,0,0,0,0,0,0,,,,,csv
16001TaylorT WilliamsWilliamsP16001???,5,0,4,0,0,0.2,0,0.8,0,,csv
16001TrevorT WilliamsWilliamsP16001???,146,9,57,0,0,0.123,0.058064516,0.367741935,0,,csv
16001TylerT WilsonWilsonP16001???,2,0,0,0,0,0,0,0,0,,csv
16001AlexA WimmersWimmersP16001???,0,0,0,0,0,0,,,,,csv
16001AsherA WojciechowskiWojciechowskiP16001???,15,0,12,0,0,0.067,0,0.8,0,,csv
16001TomT FlemingFlemingCF16001???,99,2,,1,,0.222,0.01980198,,,,csv
16001VanV FletcherFletcherP16001???,0,1,0,0,0,0,1,0,0,,csv
16001PaulP FletcherFletcherP16001???,0,0,0,0,0,0,,,,,csv
16001FrankF FletcherFletcherPH16001???,1,0,1,0,,0,0,1,,,csv
16001SamS FletcherFletcherP16001???,7,0,1,0,,0.286,0,0.142857143,,,csv
16001TomT FletcherFletcherP16001???,0,0,0,0,0,0,,,,,csv
16001LewL FlickFlickRF16001???,40,1,2,1,0,0.175,0.024390244,0.048780488,0.024390244,1,csv
16001DonD FlinnFlinnLF16001???,37,1,6,1,,0.297,0.026315789,0.157894737,,,csv
16001HillyH FlitcraftFlitcraftP16001???,0,0,0,0,,0,,,,,csv
16001MortM FlohrFlohrP16001???,12,0,3,0,0,0.333,0,0.25,0,,csv
16001DonD FlorenceFlorenceP16001???,1,0,1,0,0,0,0,1,0,,csv
16001JesseJ FloresFloresP16001???,304,19,46,0,0,0.181,0.058823529,0.142414861,0,,csv
16001BryceB FlorieFlorieP16001???,9,2,5,0,0,0.111,0.181818182,0.454545455,0,,csv
16001BenB FlowersFlowersP16001???,36,1,15,0,0,0.111,0.027027027,0.405405405,0,,csv
16001WesW FlowersFlowersP16001???,10,0,0,0,,0.4,0,0,,,csv
16001BubbaB FloydFloydSS16001???,9,1,0,0,0,0.444,0.1,0,0,,csv
16001BobbyB FloydFloydSS16001???,425,28,99,2,2,0.219,0.061810155,0.218543046,0.008830022,0.5,csv
16001JohnJ FluhrerFluhrerLF16001???,6,1,0,1,,0.333,0.142857143,0,,,csv
16001EdE FlynnFlynn3B16001???,27,1,,3,,0.185,0.035714286,,,,csv
16001GeorgeG FlynnFlynnLF16001???,106,11,9,12,,0.255,0.094017094,0.076923077,,,csv
16001MikeM FlynnFlynnC16001???,2,0,1,0,,0,0,0.5,,,csv
16001StuS FlytheFlytheP16001???,15,1,6,0,0,0.267,0.0625,0.375,0,,csv
16001GeneG FodgeFodgeP16001???,7,1,1,0,0,0,0.125,0.125,0,,csv
16001JohnJ FogartyFogartyLF16001???,8,0,1,,,0.125,0,0.125,,,csv
16001LeeL FohlFohlC16001???,17,0,,0,,0.294,0,,,,csv
16001JohnJ FoleyFoleyP16001???,2,1,0,,,0,0.333333333,0,,,csv
16001RayR FoleyFoleyPH16001???,1,1,1,0,,0,0.5,0.5,,,csv
16001WillW FoleyFoley3B16001???,970,20,60,,,0.228,0.02020202,0.060606061,,,csv
16001RichR FolkersFolkersP16001???,77,4,28,0,0,0.143,0.049382716,0.345679012,0,,csv
16001RayR FontenotFontenotP16001???,48,0,24,0,0,0.063,0,0.5,0,,csv
16001ChadC FonvilleFonville2B16001???,546,45,77,30,10,0.244,0.076142132,0.130287648,0.067681895,0.75,csv
16001JimJ FoorFoorP16001???,0,0,0,0,0,0,,,,,csv
16001EdgarE FordFord1B16001???,5,0,,,,0,0,,,,csv
16001GeneG FordFordP16001???,6,0,2,0,0,0.167,0,0.333333333,0,,csv
16001GeneG FordFordP16001???,10,2,,0,,0,0.166666667,,,,csv
16001WentyW FordFordP16001???,5,0,0,0,0,0.4,0,0,0,,csv
16001TomT FordFordP16001???,31,1,,1,,0.032,0.03125,,,,csv
16001TomT FordhamFordhamP16001???,1,0,1,0,0,0,0,1,0,,csv
16001HappyH ForemanForemanP16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001BrownieB ForemanForemanP16001???,76,15,23,2,,0.105,0.164835165,0.252747253,,,csv
16001BillB FormanFormanP16001???,3,1,,0,,0.333,0.25,,,,csv
16001KenK ForschForschP16001???,383,16,163,1,0,0.136,0.040100251,0.408521303,0.002506266,1,csv
16001TerryT ForsterForsterP16001???,78,2,9,1,0,0.397,0.025,0.1125,0.0125,1,csv
16001EdE ForsythForsyth3B16001???,3,1,0,0,,0,0.25,0,,,csv
16001TimT FortugnoFortugnoP16001???,3,0,2,0,0,0.333,0,0.666666667,0,,csv
16001GaryG FortuneFortuneP16001???,24,2,11,0,0,0.167,0.076923077,0.423076923,0,,csv
16001JerryJ FosnowFosnowP16001???,5,0,4,0,0,0,0,0.8,0,,csv
16001GeorgeG FossFoss3B16001???,7,0,1,0,0,0,0,0.142857143,0,,csv
16001LarryL FossFossP16001???,7,0,2,0,0,0.143,0,0.285714286,0,,csv
16001TonyT FossasFossasP16001???,1,0,0,0,0,0,0,0,0,,csv
16001JackJ ReinheimerReinheimerSS16001???,35,5,12,1,1,0.143,0.125,0.3,0.05,0.5,csv
16001RyanR SherriffSherriffP16001???,0,0,0,0,0,0,,,,,csv
16001DanD WinklerWinklerP16001???,2,0,0,0,0,0,0,0,0,,csv
16001R.J.R AlanizAlanizP16001???,2,0,1,0,0,0.5,0,0.5,0,,csv
16001TylerT BeedeBeedeP16001???,40,3,25,0,0,0.1,0.069767442,0.581395349,0,,csv
16001NickN BurdiBurdiP16001???,0,0,0,0,0,0,,,,,csv
16001JohnJ CurtissCurtissP16001???,5,0,3,0,0,0,0,0.6,0,,csv
16001ChrisC EllisEllisP16001???,0,0,0,0,0,0,,,,,csv
16001JakobJ JunisJunisP16001???,8,0,5,0,0,0,0,0.625,0,,csv
16001KevinK KramerKramer3B16001???,79,8,37,0,1,0.152,0.091954023,0.425287356,0.011494253,0,csv
16001DillonD MaplesMaplesP16001???,0,0,0,0,0,0,,,,,csv
16001ReggieR McClainMcClainP16001???,0,0,0,0,0,0,,,,,csv
16001DanielD MengdenMengdenP16001???,13,1,6,0,0,0.154,0.071428571,0.428571429,0,,csv
16001ShawnS MorimandoMorimandoP16001???,2,0,1,0,0,0,0,0.5,0,,csv
16001HenryH OwensOwensP16001???,2,0,2,0,0,0,0,1,0,,csv
16001DillonD PetersPetersP16001???,21,2,14,0,0,0.048,0.086956522,0.608695652,0,,csv
16001BobbyB PoynerPoynerP16001???,0,0,0,0,0,0,,,,,csv
16001JakeJ ReedReedP16001???,1,0,0,0,0,0,0,0,0,,csv
16001JustinJ ShaferShaferP16001???,0,0,0,0,0,0,,,,,csv
16001RobertR StephensonStephensonP16001???,36,1,22,0,0,0.028,0.027027027,0.594594595,0,,csv
16001CaseyC LawrenceLawrenceP16001???,2,0,1,0,0,0,0,0.5,0,,csv
16001AustinA GomberGomberP16001???,51,1,16,0,0,0.137,0.019230769,0.307692308,0,,csv
16001NefiN OgandoOgandoP16001???,0,0,0,0,0,0,,,,,csv
16001DovydasD NeverauskasNeverauskasP16001???,0,0,0,0,0,0,,,,,csv
16001RobertoR G?mezG?mezP16001???,2,0,2,0,0,0,0,1,0,,csv
16001DJDJ JohnsonJohnsonP16001???,0,0,0,0,0,0,,,,,csv
16001MattM BarnesBarnesP16001???,1,0,1,0,0,0,0,1,0,,csv
16001BrianB JohnsonJohnsonP16001???,7,0,2,0,0,0.143,0,0.285714286,0,,csv
16001NickN RamirezRamirezP16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001No?N RamirezRamirezP16001???,0,0,0,0,0,0,,,,,csv
16001WarwickW SaupoldSaupoldP16001???,1,0,1,0,0,0,0,1,0,,csv
16001AndrewA WernerWernerP16001???,12,0,4,0,0,0.083,0,0.333333333,0,,csv
16001YoshinoriY TateyamaTateyamaP16001???,0,0,0,0,0,0,,,,,csv
16001LeonelL CamposCamposP16001???,0,0,0,0,0,0,,,,,csv
16001RobertR FosterFosterC16001???,14,3,,,,0.214,0.176470588,,,,csv
16001RaudyR ReadReadC16001???,22,0,8,0,0,0.182,0,0.363636364,0,,csv
16001Jos?J TorresTorresP16001???,1,0,0,0,0,1,0,0,0,,csv
16001HumbertoH ArteagaArteagaSS16001???,125,8,28,1,1,0.192,0.060150376,0.210526316,0.015037594,0.5,csv
16001MiguelM Del PozoDel PozoP16001???,0,0,0,0,0,0,,,,,csv
16001Jos?J LeclercLeclercP16001???,0,0,0,0,0,0,,,,,csv
16001Andr?sA MachadoMachadoP16001???,0,0,0,0,0,0,,,,,csv
16001DavidD PaulinoPaulinoP16001???,0,0,0,0,0,0,,,,,csv
16001RandyR RosarioRosarioP16001???,2,1,0,0,0,0.5,0.333333333,0,0,,csv
16001ThyagoT VieiraVieiraP16001???,0,0,0,0,0,0,,,,,csv
16001NickN PivettaPivettaP16001???,111,3,62,0,0,0.081,0.026315789,0.543859649,0,,csv
16001ErickE CastilloCastilloC16001???,8,1,1,0,0,0.25,0.111111111,0.111111111,0,,csv
16001MiguelM AlmonteAlmonteP16001???,0,0,0,0,0,0,,,,,csv
16001JustinJ AndersonAndersonP16001???,0,0,0,0,0,0,,,,,csv
16001ScottS BarlowBarlowP16001???,0,0,0,0,0,0,,,,,csv
16001ChrisC BassittBassittP16001???,8,0,5,0,0,0,0,0.625,0,,csv
16001GrierG FridayFridayP16001???,9,0,1,0,0,0.222,0,0.111111111,0,,csv
16001CyC FriedFriedP16001???,0,0,0,0,0,0,,,,,csv
16001BobB FriedrichsFriedrichsP16001???,1,0,0,0,0,0,0,0,0,,csv
16001FrankF FreundFreundC16001???,5,1,1,0,,0.2,0.166666667,0.166666667,,,csv
16001BuckB FriersonFriersonRF16001???,11,1,1,0,0,0.273,0.083333333,0.083333333,0,,csv
16001PeteP FriesFriesP16001???,13,2,,,,0.308,0.133333333,,,,csv
16001JohnJ FrillFrillP16001???,24,1,0,0,,0.167,0.04,0,,,csv
16001FredF FrinkFrinkCF16001???,0,0,0,0,,0,,,,,csv
16001CharlieC FrisbeeFrisbeeOF16001???,165,11,,10,,0.315,0.0625,,,,csv
16001DannyD FrisellaFrisellaP16001???,78,4,25,2,0,0.179,0.048780488,0.304878049,0.024390244,1,csv
16001CharlieC FritzFritzP16001???,1,0,,0,,0,0,,,,csv
16001LarryL FritzFritzPH16001???,1,0,0,0,0,0,0,0,0,,csv
16001BillB FroatsFroatsP16001???,0,0,0,0,0,0,,,,,csv
16001SamS FrockFrockP16001???,117,1,34,1,,0.171,0.008474576,0.288135593,,,csv
16001AlA FroehlichFroehlichC16001???,1,0,,0,,0,0,,,,csv
16001ToddT FrohwirthFrohwirthP16001???,2,0,2,0,0,0,0,1,0,,csv
16001ArtA FrommeFrommeP16001???,476,12,59,1,,0.162,0.024590164,0.120901639,,,csv
16001JerryJ FryFryC16001???,9,1,5,0,0,0,0.1,0.5,0,,csv
16001JohnsonJ FryFryP16001???,1,0,0,0,0,1,0,0,0,,csv
16001CharlieC FuchsFuchsP16001???,43,1,12,1,0,0.07,0.022727273,0.272727273,0.022727273,1,csv
16001MikeM FuentesFuentesLF16001???,8,1,4,0,0,0.25,0.111111111,0.444444444,0,,csv
16001MiguelM FuentesFuentesP16001???,6,0,1,0,0,0.333,0,0.166666667,0,,csv
16001OscarO FuhrFuhrP16001???,43,1,4,0,0,0.209,0.022727273,0.090909091,0,,csv
16001OllieO FuhrmanFuhrmanC16001???,6,0,0,0,0,0.333,0,0,0,,csv
16001JohnJ FulghamFulghamP16001???,69,6,38,0,0,0.087,0.08,0.506666667,0,,csv
16001ClayC HolmesHolmesP16001???,12,0,7,0,0,0,0,0.583333333,0,,csv
16001WilliamsW JerezJerezP16001???,0,0,0,0,0,0,,,,,csv
16001ErikE JohnsonJohnsonP16001???,7,0,3,0,0,0,0,0.428571429,0,,csv
16001KeoneK KelaKelaP16001???,0,0,0,0,0,0,,,,,csv
16001GuidoG KnudsonKnudsonP16001???,0,0,0,0,0,0,,,,,csv
16001KyleK KubitzaKubitza3B16001???,36,3,15,0,0,0.194,0.076923077,0.384615385,0,,csv
16001JackJ LeathersichLeathersichP16001???,0,0,0,0,0,0,,,,,csv
16001JorgeJ L?pezL?pezP16001???,7,0,4,0,0,0.143,0,0.571428571,0,,csv
16001EvanE MarshallMarshallP16001???,0,0,0,0,0,0,,,,,csv
16001AndrewA McKirahanMcKirahanP16001???,1,0,1,0,0,0,0,1,0,,csv
16001AdamA MorganMorganP16001???,60,2,24,0,0,0.1,0.032258065,0.387096774,0,,csv
16001ColtonC MurrayMurrayP16001???,1,0,1,0,0,0,0,1,0,,csv
16001JoeJ MusgroveMusgroveP16001???,138,3,55,0,0,0.145,0.021276596,0.390070922,0,,csv
16001AaronA NolaNolaP16001???,271,21,158,0,0,0.089,0.071917808,0.54109589,0,,csv
16001MichaelM ReedReedCF16001???,43,2,19,1,0,0.186,0.044444444,0.422222222,0.022222222,1,csv
16001YackselY R?osR?osP16001???,2,0,2,0,0,0,0,1,0,,csv
16001DereckD Rodr?guezRodr?guezP16001???,61,0,33,0,0,0.131,0,0.540983607,0,,csv
16001JordanJ RomanoRomanoP16001???,0,0,0,0,0,0,,,,,csv
16001JoeJ RossRossP16001???,157,6,69,0,0,0.185,0.036809816,0.423312883,0,,csv
16001TaylerTay ScottScottP16001???,0,0,0,0,0,0,,,,,csv
16001CarsonC SmithSmithP16001???,0,0,0,0,0,0,,,,,csv
16001Josh D.J SmithSmithP16001???,0,0,0,0,0,0,,,,,csv
16001BlakeB SnellSnellP16001???,42,3,20,0,0,0.095,0.066666667,0.444444444,0,,csv
16001JeffreyJ SpringsSpringsP16001???,0,0,0,0,0,0,,,,,csv
16001AndrewAn Su?rezSu?rezP16001???,50,2,28,0,0,0.06,0.038461538,0.538461538,0,,csv
16001DennyD GalehouseGalehouseP16001???,665,40,201,0,0,0.138,0.056737589,0.285106383,0,,csv
16001ShortyS GallagherGallagherRF16001???,4,0,,0,,0,0,,,,csv
16001DougD GallagherGallagherP16001???,6,2,4,0,0,0.333,0.25,0.5,0,,csv
16001EdE GallagherGallagherP16001???,5,0,3,0,0,0,0,0.6,0,,csv
16001PeterP GalliganGalliganSS16001???,5,0,2,0,,0.2,0,0.4,,,csv
16001JohnJ GallagherGallagher2B16001???,126,5,22,1,,0.198,0.038167939,0.167938931,,,csv
16001JackieJ GallagherGallagherRF16001???,1,0,0,0,0,1,0,0,0,,csv
16001GilG GallagherGallagherSS16001???,22,1,7,0,0,0.045,0.043478261,0.304347826,0,,csv
16001WilliamW GallagherGallagherSS16001???,49,10,0,0,,0.306,0.169491525,0,,,csv
16001BillB GallagherGallagherP16001???,80,3,4,,,0.138,0.036144578,0.048192771,,,csv
16001StanS GalleGalle3B16001???,18,1,0,0,0,0.111,0.052631579,0,0,,csv
16001JohnJ GalliganGalliganLF16001???,120,6,17,1,,0.167,0.047619048,0.134920635,,,csv
16001PhilP GallivanGallivanP16001???,51,1,10,0,0,0.235,0.019230769,0.192307692,0,,csv
16001JimJ GallowayGalloway2B16001???,54,5,8,2,,0.185,0.084745763,0.13559322,,,csv
16001BalvinoB GalvezGalvezP16001???,2,0,1,0,0,0,0,0.5,0,,csv
16001JimJ GalvinGalvinPH16001???,2,0,0,0,0,0,0,0,0,,csv
16001LouL GalvinGalvinP16001???,9,0,,,,0.222,0,,,,csv
16001JohnJ GambleGambleSS16001???,3,0,0,0,0,0,0,0,0,,csv
16001LeeL GambleGambleLF16001???,342,10,21,6,,0.266,0.028409091,0.059659091,,,csv
16001BobB GambleGambleP16001???,3,0,,0,,0.333,0,,,,csv
16001DaffD GammonsGammonsOF16001???,93,3,,5,,0.194,0.03125,,,,csv
16001BobB GandyGandyCF16001???,2,0,1,0,,0,0,0.5,,,csv
16001GussieG GannonGannonP16001???,2,0,2,0,,0,0,1,,,csv
16001JoeJ GannonGannonP16001???,3,0,,0,,0,0,,,,csv
16001BillB GannonGannonRF16001???,61,1,,5,,0.148,0.016129032,,,,csv
16001BobB GarbarkGarbarkC16001???,327,26,17,0,1,0.248,0.073654391,0.04815864,0.002832861,0,csv
16001GeneG GarberGarberP16001???,115,12,41,0,0,0.148,0.094488189,0.322834646,0,,csv
16001BobB GarberGarberP16001???,0,0,0,0,0,0,,,,,csv
16001AlexA GarbowskiGarbowskiPR16001???,0,0,0,0,0,0,,,,,csv
16001RichR GarcesGarcesP16001???,3,0,1,0,0,0,0,0.333333333,0,,csv
16001DannyD GarciaGarciaRF16001???,14,0,2,0,0,0.143,0,0.142857143,0,,csv
16001MiguelM GarciaGarciaP16001???,1,0,0,0,0,1,0,0,0,,csv
16001RalphR GarciaGarciaP16001???,0,0,0,0,0,0,,,,,csv
16001RamonR GarciaGarciaP16001???,1,0,0,0,0,1,0,0,0,,csv
16001RamonR GarciaGarciaP16001???,36,0,13,0,0,0.111,0,0.361111111,0,,csv
16001ChicoC GarciaGarcia2B16001???,62,8,3,0,0,0.113,0.114285714,0.042857143,0,,csv
16001AlA GardellaGardella1B16001???,26,4,3,0,,0.077,0.133333333,0.1,,,csv
16001ArtA GardinerGardinerP16001???,0,0,0,0,0,0,,,,,csv
16001MikeM GardinerGardinerP16001???,4,1,3,0,0,0,0.2,0.6,0,,csv
16001AlexA GardnerGardnerC16001???,3,0,,,,0,0,,,,csv
16001ArtA GardnerGardnerLF16001???,99,4,25,1,1,0.162,0.038834951,0.242718447,0.019417476,0.5,csv
16001ChrisC GardnerGardnerP16001???,5,1,1,0,0,0,0.166666667,0.166666667,0,,csv
16001HarryH GardnerGardnerP16001???,14,0,1,0,,0.214,0,0.071428571,,,csv
16001GlennG GardnerGardnerP16001???,21,1,2,0,,0.333,0.045454545,0.090909091,,,csv
16001RobR GardnerGardnerP16001???,87,1,37,0,0,0.138,0.011363636,0.420454545,0,,csv
16001WesW GardnerGardnerP16001???,3,0,2,0,0,0,0,0.666666667,0,,csv
16001BillB GardnerGardnerP16001???,11,1,,0,,0.273,0.083333333,,,,csv
16001BillB GarfieldGarfieldP16001???,39,3,16,0,,0.103,0.071428571,0.380952381,,,csv
16001BobB GaribaldiGaribaldiP16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001LouL GarlandGarlandP16001???,3,0,1,0,0,0,0,0.333333333,0,,csv
16001ChrisC MazzaMazzaP16001???,3,0,1,0,0,0,0,0.333333333,0,,csv
16001JohnJ CornelyCornelyP16001???,0,0,0,0,0,0,,,,,csv
16001JohnJ AndreoliAndreoliRF16001???,67,6,22,2,0,0.224,0.082191781,0.301369863,0.02739726,1,csv
16001AnthonyA BandaBandaP16001???,6,0,3,0,0,0,0,0.5,0,,csv
16001KyleK BarracloughBarracloughP16001???,2,0,2,0,0,0,0,1,0,,csv
16001ChristopherC BostickBostick2B16001???,43,6,16,0,1,0.256,0.12244898,0.326530612,0.020408163,0,csv
16001ChasenC BradfordBradfordP16001???,1,0,1,0,0,0,0,1,0,,csv
16001AaronA BummerBummerP16001???,0,0,0,0,0,0,,,,,csv
16001TaylorT GuilbeauGuilbeauP16001???,0,0,0,0,0,0,,,,,csv
16001RyneR HarperHarperP16001???,1,0,1,0,0,0,0,1,0,,csv
16001SamS HowardHowardP16001???,1,0,1,0,0,0,0,1,0,,csv
16001JohnJ MeansMeansP16001???,6,1,2,0,0,0.333,0.142857143,0.285714286,0,,csv
16001MichaelM RothRothP16001???,0,0,0,0,0,0,,,,,csv
16001JakeJ SmithSmithP16001???,0,0,0,0,0,0,,,,,csv
16001AndrewA VasquezVasquezP16001???,0,0,0,0,0,0,,,,,csv
16001DrewD RucinskiRucinskiP16001???,4,0,3,0,0,0,0,0.75,0,,csv
16001CarlosC Est?vezEst?vezP16001???,0,0,0,0,0,0,,,,,csv
16001ChaseC De JongDe JongP16001???,12,0,5,0,0,0.083,0,0.416666667,0,,csv
16001MaxM FriedFriedP16001???,126,10,40,0,0,0.214,0.073529412,0.294117647,0,,csv
16001CarsonC FulmerFulmerP16001???,3,0,0,0,0,0,0,0,0,,csv
16001KyleK FunkhouserFunkhouserP16001???,0,0,0,0,0,0,,,,,csv
16001LucasL GiolitoGiolitoP16001???,18,0,11,0,0,0.167,0,0.611111111,0,,csv
16001ZachZ GreenGreen3B16001???,14,2,6,0,0,0.143,0.125,0.375,0,,csv
16001ColeC IrvinIrvinP16001???,11,2,4,0,0,0.182,0.153846154,0.307692308,0,,csv
16001CoreyC KnebelKnebelP16001???,2,0,0,0,0,0,0,0,0,,csv
16001MikeM GazellaGazella3B16001???,352,56,50,8,4,0.241,0.137254902,0.12254902,0.029411765,0.666666667,csv
16001DaleD GearGearP16001???,238,8,1,4,,0.239,0.032520325,0.004065041,,,csv
16001DintyD GearinGearinP16001???,16,0,1,0,0,0.313,0,0.0625,0,,csv
16001BobB GearyGearyP16001???,45,5,3,0,0,0.244,0.1,0.06,0,,csv
16001BobB GebhardGebhardP16001???,0,1,0,0,0,0,1,0,0,,csv
16001PeteP GebrianGebrianP16001???,13,0,4,0,0,0,0,0.307692308,0,,csv
16001JimJ GeddesGeddesP16001???,1,0,0,0,0,0,0,0,0,,csv
16001ElmerE GedeonGedeonCF16001???,15,2,5,0,0,0.2,0.117647059,0.294117647,0,,csv
16001JohnnyJ GeeGeeP16001???,51,3,17,0,,0.157,0.055555556,0.314814815,,,csv
16001BillyB GeerGeerSS16001???,721,54,18,,,0.207,0.069677419,0.023225806,,,csv
16001PaulP GehrmanGehrmanP16001???,3,0,1,0,,0,0,0.333333333,,,csv
16001DaveD GeiselGeiselP16001???,7,1,5,0,0,0,0.125,0.625,0,,csv
16001VernV GeishertGeishertP16001???,9,1,3,0,0,0,0.1,0.3,0,,csv
16001EmilE GeissGeissP16001???,12,0,7,0,,0.083,0,0.583333333,,,csv
16001JohnJ GelnarGelnarP16001???,37,2,16,0,0,0.081,0.051282051,0.41025641,0,,csv
16001JoeJ GenewichGenewichP16001???,464,13,62,1,0,0.207,0.027253669,0.129979036,0.002096436,1,csv
16001GeorgeG GenoveseGenovesePH16001???,1,1,0,0,0,0,0.5,0,0,,csv
16001SamS GentileGentilePH16001???,4,1,0,0,,0.25,0.2,0,,,csv
16001GaryG GentryGentryP16001???,285,11,174,0,1,0.095,0.037162162,0.587837838,0.003378378,0,csv
16001HarveyH GentryGentryPH16001???,4,1,0,0,0,0.25,0.2,0,0,,csv
16001RufeR GentryGentryP16001???,87,2,16,0,0,0.184,0.02247191,0.179775281,0,,csv
16001AlexA GeorgeGeorgeSS16001???,10,1,7,0,0,0.1,0.090909091,0.636363636,0,,csv
16001CharlesC GeorgeGeorgeC16001???,299,28,59,0,0,0.177,0.085626911,0.180428135,0,,csv
16001ChrisC GeorgeGeorgeP16001???,0,0,0,0,0,0,,,,,csv
16001LeftyL GeorgeGeorgeP16001???,92,4,4,0,,0.152,0.041666667,0.041666667,,,csv
16001OscarO GeorgyGeorgyP16001???,0,0,0,0,,0,,,,,csv
16001BenB GeraghtyGeraghtySS16001???,146,9,18,4,,0.199,0.058064516,0.116129032,,,csv
16001DaveD GerardGerardP16001???,8,1,2,0,0,0.375,0.111111111,0.222222222,0,,csv
16001CraigC GerberGerberSS16001???,91,2,3,0,3,0.264,0.021505376,0.032258065,0.032258065,0,csv
16001GeorgeG GerbermanGerbermanP16001???,1,1,0,0,0,0,0.5,0,0,,csv
16001RustyR GerhardtGerhardtP16001???,6,0,3,0,0,0.167,0,0.5,0,,csv
16001GeorgeG GerkenGerkenCF16001???,129,13,25,3,3,0.225,0.091549296,0.176056338,0.042253521,0.5,csv
16001SteveS GerkinGerkinP16001???,34,0,7,0,0,0.059,0,0.205882353,0,,csv
16001JohnnyJ GerlachGerlachSS16001???,27,4,2,0,0,0.333,0.129032258,0.064516129,0,,csv
16001EdE GernerGernerP16001???,6,0,2,1,,0.167,0,0.333333333,,,csv
16001LouL GertenrichGertenrichRF16001???,6,0,,0,,0.167,0,,,,csv
16001LeftyL GervaisGervaisP16001???,5,1,0,0,,0,0.166666667,0,,,csv
16001CharlieC GessnerGessnerP16001???,4,0,,0,,0.25,0,,,,csv
16001AlA GettelGettelP16001???,241,4,25,0,0,0.228,0.016326531,0.102040816,0,,csv
16001CharlieC GettigGettigP16001???,377,28,0,12,,0.241,0.069135802,0,,,csv
16001RubeR GeyerGeyerP16001???,133,3,21,1,,0.195,0.022058824,0.154411765,,,csv
16001ChappieC GeyganGeyganSS16001???,103,5,19,0,2,0.252,0.046296296,0.175925926,0.018518519,0,csv
16001TonyT GhelfiGhelfiP16001???,4,0,0,0,0,0.25,0,0,0,,csv
16001BobB GiallombardoGiallombardoP16001???,6,0,3,0,0,0.167,0,0.5,0,,csv
16001RayR GiannelliGiannelli3B16001???,35,8,13,1,0,0.143,0.186046512,0.302325581,0.023255814,1,csv
16001JoeJ GianniniGianniniSS16001???,2,0,,0,,0.5,0,,,,csv
16001JoeJ GiardGiardP16001???,89,5,32,0,0,0.146,0.053191489,0.340425532,0,,csv
16001JoeJ GibbonGibbonP16001???,263,10,99,0,0,0.144,0.036630037,0.362637363,0,,csv
16001SteveS GibralterGibralterCF16001???,5,0,2,0,0,0.2,0,0.4,0,,csv
16001CharlieC GibsonGibsonC16001???,3,0,,0,,0,0,,,,csv
16001CharlieC GibsonGibsonC16001???,15,2,0,0,0,0.133,0.117647059,0,0,,csv
16001WhiteyW GibsonGibsonC16001???,3,0,,0,,0,0,,,,csv
16001NorwoodN GibsonGibsonP16001???,203,21,,0,,0.138,0.09375,,,,csv
16001PaulP GibsonGibsonP16001???,6,1,3,0,0,0,0.142857143,0.428571429,0,,csv
16001BobB GibsonGibsonP16001???,0,0,0,0,0,0,,,,,csv
16001RobertR GibsonGibsonP16001???,17,1,3,0,,0.176,0.055555556,0.166666667,,,csv
16001SamS GibsonGibsonP16001???,202,3,14,0,0,0.248,0.014634146,0.068292683,0,,csv
16001GeorgeG GickGickP16001???,0,0,0,0,0,0,,,,,csv
16001BrettB GideonGideonP16001???,1,0,0,0,0,1,0,0,0,,csv
16001JoeJ GiebelGiebelC16001???,3,0,1,0,,0.333,0,0.333333333,,,csv
16001FloydF GiebellGiebellP16001???,14,0,1,0,0,0.143,0,0.071428571,0,,csv
16001PaulP GielGielP16001???,55,1,17,0,0,0.073,0.017857143,0.303571429,0,,csv
16001BobB GiggieGiggieP16001???,7,0,3,0,0,0,0,0.428571429,0,,csv
16001BillB GilbertGilbertP16001???,6,0,3,0,,0.333,0,0.5,,,csv
16001AndyA GilbertGilbertCF16001???,12,1,3,0,0,0.083,0.076923077,0.230769231,0,,csv
16001HarryH GilbertGilbert2B16001???,8,0,3,0,,0.25,0,0.375,,,csv
16001JoeJ GilbertGilbertP16001???,5,1,1,0,0,0,0.166666667,0.166666667,0,,csv
16001JohnJ GilbertGilbertSS16001???,8,0,2,0,,0,0,0.25,,,csv
16001JackJ GilbertGilbertLF16001???,96,13,,5,,0.24,0.119266055,,,,csv
16001MarkM GilbertGilbertCF16001???,22,4,5,0,0,0.273,0.153846154,0.192307692,0,,csv
16001BillB GilbrethGilbrethP16001???,12,0,7,0,0,0.167,0,0.583333333,0,,csv
16001GeorgeG GilhamGilhamC16001???,4,0,1,0,0,0,0,0.25,0,,csv
16001EdE GillGillP16001???,7,1,1,0,,0,0.125,0.125,,,csv
16001GeorgeG GillGillP16001???,135,1,34,0,0,0.126,0.007352941,0.25,0,,csv
16001HaddieH GillGillP16001???,0,0,0,0,0,0,,,,,csv
16001JimJ GillGill2B16001???,8,1,2,1,,0.25,0.111111111,0.222222222,,,csv
